ISU GP NHK Trophy 2017,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,
2 4T 10.30 1.14 1,1 2 1 0 1 2 1 1,,11.44
3 2Lo 1.80 0.00 0,0 0 0 0 0 0 0 0,,1.80
4 CCoSp3V 2.50 0.21 0,1 2 0 0 0 1 1 0,,2.71
5 StSq3 3.30 0.79 2,2 2 1 1 2 2 1 1,,4.09
6 3A 9.35 X -1.86 -2,-2 -1 -2 -2 -2 -1 -2 -2,,7.49
7 3A+2T 10.78 X 0.71 1,1 2 0 0 1 1 0 1,,11.49
8 3Lz 6.60 X 0.90 1,2 2 1 1 1 2 1 1,,7.50
9 FCSp2 2.30 0.14 0,1 2 0 0 0 0 0 1,,2.44
10 3F+1Lo+3S 11.22 X 1.10 2,2 2 0 1 1 2 1 2,,12.32
11 2A 3.63 X 0.50 1,1 2 1 1 1 1 1 1,,4.13
12 ChSq1 2.00 0.60 1,1 1 0 0 1 1 1 1,,2.60
13 CSSp3 2.60 0.50 1,1 1 1 0 1 1 1 1,,3.10
80.98,,,85.85
Program Components Factor,,,
Skating Skills 2.00 8.25 8.25,8.25 8.00 7.75 8.25 8.50 8.00 8.00,,8.14
Transitions 2.00 7.75 8.25,8.25 7.75 7.50 8.00 8.25 7.75 6.75,,7.89
Performance 2.00 8.25 8.50,8.50 8.00 8.00 8.00 8.75 8.00 7.50,,8.18
Composition 2.00 8.25 8.50,8.50 7.75 7.50 8.25 8.50 7.75 7.50,,8.07
Interpretation of the Music 2.00 8.25 8.25,8.50 8.00 8.00 8.00 8.75 7.50 7.25,,8.07
Judges Total Program Components Score (factored),,,80.70
Deductions:,,,0.00
"X Credit highlight distribution, base value multiplied by 1.1",,,
"",Total Total,Total,
Rank Name Nation Starting,Segment Element,Program,Deductions
Number,Score Score,Component,
"",= +,Score (factorized),-
4 Jason BROWN USA,11 160.59 72.73,89.86,2.00
"# Executed Info Base GOE J1",J2 J3 J4 J5 J6 J7 J8 J9,,Ref Scores of
Elements Value,,,Panel
1 3F 5.30 1.40 2,2 2 2 2 2 3 2 2,,6.70
2 3A 8.50 -3.00 -3,-3 -3 -3 -3 -3 -3 -3 -3,,5.50
3 CCSp4 3.20 1.43 3,3 2 3 3 3 3 3 2,,4.63
4 2A 3.30 0.50 1,1 2 1 1 1 1 1 1,,3.80
5 StSq4 3.90 2.00 3,3 2 3 3 3 3 2 3,,5.90
6 3A<+REP < 4.54 X -3.00 -3,-3 -3 -3 -3 -3 -3 -3 -3,,1.54
7 FCCoSp3V 2.50 1.00 2,2 1 2 2 2 2 2 2,,3.50
8 3Lz 6.60 X -1.30 -2,-2 -2 -3 -2 -1 -1 -2 -2,,5.30
9 ChSq1 2.00 1.80 3,2 1 3 3 2 3 2 3,,3.80
10 3Lo+1Lo+3S 11.00 X 0.40 1,0 -1 0 0 1 1 1 1,,11.40
11 3Lz+3T 11.33 X 0.70 1,1 1 1 1 1 1 1 1,,12.03
12 2A 3.63 X 0.50 1,0 1 1 1 1 1 1 1,,4.13
13 CCoSp4 3.50 1.00 2,2 2 2 2 2 2 2 2,,4.50
69.30,,,72.73
Program Components Factor,,,
Skating Skills 2.00 8.75 9.25,8.50 8.75 8.75 9.50 9.50 8.75 8.50,,8.89
Transitions 2.00 8.50 9.00,8.50 9.00 9.00 9.25 9.50 8.75 9.00,,8.93
Performance 2.00 8.25 9.25,8.50 8.50 8.75 9.00 9.25 9.00 8.50,,8.79
Composition 2.00 8.75 9.00,8.75 9.25 9.25 9.50 9.75 9.00 9.00,,9.11
Interpretation of the Music 2.00 9.00 9.25,8.75 9.25 9.00 9.75 9.75 9.00 9.25,,9.21
Judges Total Program Components Score (factored),,,89.86
Deductions: Falls:  -2.00 (2),,,-2.00
"< Under-rotated jumpX Credit highlight distribution, base value multiplied by 1.1",,,
ISU GP NHK Trophy 2017,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,
"",Total Total,Total,
Rank Name Nation,Starting Segment Element,Program,Deductions
"",Number Score Score,Component,
"",= +,Score (factorized),-
5 Deniss VASILJEVS LAT,4 158.29 76.43,81.86,0.00
"# Executed Info Base GOE J1",J2 J3 J4 J5 J6 J7 J8 J9,,Ref Scores of
Elements Value,,,Panel
1 3A+2T 9.80 1.00,1 1 0 1 1 1 1 1 1,,10.80
2 1A 1.10 0.03,0 0 -1 0 0 1 1 0 0,,1.13
3 3A 8.50 0.71,0 0 1 1 1 0 1 2 1,,9.21
4 StSq3 3.30 1.14,2 1 2 3 3 2 3 2 2,,4.44
5 CCSp2 2.30 1.00,1 2 2 2 2 2 2 2 2,,3.30
6 3Lo 5.61 X 0.80,1 1 1 0 1 2 2 1 1,,6.41
7 3Lz+3T 11.33 X 0.90,1 1 1 1 1 2 2 2 1,,12.23
8 2A 3.63 X 0.50,1 1 1 1 1 1 1 1 1,,4.13
9 1F 0.55 X -0.01,0 0 -1 -1 0 0 0 0 0,,0.54
10 3Lz+1Lo+3S 11.99 X -0.40 -1,-1 -1 -1 -2 0 0 0 0,,11.59
11 ChSq1 2.00 1.50,2 2 2 2 3 2 3 2 2,,3.50
12 CCoSp4 3.50 0.86,1 2 2 1 2 2 2 1 2,,4.36
13 FCCoSp4 3.50 1.29,2 2 2 3 3 3 3 2 3,,4.79
67.11,,,76.43
Program Components Factor,,,
Skating Skills 2.00 8.00,7.75 7.75 8.00 8.25 8.50 8.25 8.50 8.00,,8.11
Transitions 2.00 7.75,7.50 7.50 8.00 7.75 8.50 8.00 8.75 7.75,,7.89
Performance 2.00 8.25,7.75 8.00 8.25 8.25 8.50 8.25 8.75 8.00,,8.21
Composition 2.00 8.25,7.75 8.00 8.25 7.75 8.75 8.50 8.75 8.50,,8.29
Interpretation of the Music 2.00 8.50,8.00 8.25 8.50 8.25 8.50 8.50 8.75 8.50,,8.43
Judges Total Program Components Score (factored),,,81.86
Deductions:,,,0.00
"X Credit highlight distribution, base value multiplied by 1.1",,,
"",Total Total,Total,
Rank Name Nation,Starting Segment Element,Program,Deductions
"",Number Score Score,Component,
"",= +,Score (factorized),-
6 Keegan MESSING CAN,7 155.67 74.59,81.08,0.00
"# Executed Info Base GOE J1",J2 J3 J4 J5 J6 J7 J8 J9,,Ref Scores of
Elements Value,,,Panel
1 3Lz 6.00 1.30,2 1 1 3 2 2 2 2 2,,7.30
2 4T 10.30 -1.37 -1,-1 -2 -1 -2 -1 0 -1 -1,,8.93
3 3A+2T+2Lo 11.60 1.57,1 1 1 2 2 2 2 2 1,,13.17
4 FCCoSp2 2.50 0.93,2 1 3 3 2 2 2 1 1,,3.43
5 StSq2 2.60 0.86,2 2 2 2 2 1 2 1 1,,3.46
6 3T 4.73 X -0.10,0 0 -1 -1 0 0 0 0 0,,4.63
7 3Lz+3T 11.33 X 0.70,1 1 0 1 1 1 2 1 1,,12.03
8 3A* * 0.00 X 0.00,- - - - - - - - -,,0.00
9 FSSp4 3.00 0.86,2 1 1 2 3 1 3 2 1,,3.86
10 3Lo 5.61 X 0.40,1 0 0 0 1 1 1 0 1,,6.01
11 ChSq1 2.00 1.10,2 2 2 2 1 1 3 1 1,,3.10
12 3Fe+2T e 5.50 X -0.90 -1,-2 -2 -1 -2 -1 -1 -1 -1,,4.60
13 CCoSp3 3.00 1.07,2 2 2 3 2 2 3 2 2,,4.07
68.17,,,74.59
Program Components Factor,,,
Skating Skills 2.00 8.25,8.25 7.50 8.50 8.00 8.75 8.50 7.75 8.00,,8.18
Transitions 2.00 7.75,8.00 7.25 8.25 7.75 8.75 8.50 7.50 7.00,,7.86
Performance 2.00 8.00,8.25 7.75 8.50 8.25 8.50 8.75 7.75 8.00,,8.18
Composition 2.00 8.00,8.00 7.75 8.50 7.75 8.50 8.75 8.00 8.00,,8.11
Interpretation of the Music 2.00 8.25,8.25 8.00 8.50 8.00 8.75 8.50 7.75 8.00,,8.21
Judges Total Program Components Score (factored),,,81.08
Deductions:,,,0.00
"* Invalid elementX Credit highlight distribution, base value multiplied by 1.1",e Wrong edge,,
ISU GP NHK Trophy 2017,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,
"",Total Total,Total,
Rank Name Nation Starting,Segment Element,Program,Deductions
Number,Score Score,Component,
"",= +,Score (factorized),-
7 Kazuki TOMONO JPN 8,152.05 75.69,77.36,1.00
"# Executed Info Base GOE J1 J2 J3",J4 J5 J6 J7 J8 J9,,Ref Scores of
Elements Value,,,Panel
1 4S< < 8.10 -3.77 -2 -3 -3,-3 -2 -3 -3 -3 -3,,4.33
2 4S<+REP < 5.67 -4.00 -3 -3 -3,-3 -3 -3 -3 -3 -3,,1.67
3 3A+3T 12.80 1.14 1 1 1,1 1 1 2 2 1,,13.94
4 FSSp4 3.00 0.43 1 1 1,1 0 0 1 1 1,,3.43
5 StSq3 3.30 0.79 2 2 1,1 2 1 2 2 1,,4.09
6 3A+2T+2Lo 12.76 X -0.29 0 0 -2,-1 -1 0 0 0 0,,12.47
7 3Lo 5.61 X 0.60 1 1 0,0 1 1 2 1 1,,6.21
8 3S 4.84 X 0.30 1 0 0,0 0 1 1 1 0,,5.14
9 3Lz!+2T ! 8.03 X -0.60 0 -1 -1,-1 -1 -1 -1 0 -1,,7.43
10 CCoSp4 3.50 0.36 1 1 1,0 0 1 1 1 0,,3.86
11 ChSq1 2.00 0.80 1 1 1,0 2 1 2 1 1,,2.80
12 3F 5.83 X 0.70 1 1 1,0 1 1 2 1 1,,6.53
13 FCCoSp4 3.50 0.29 1 1 1,0 0 0 1 0 1,,3.79
78.94,,,75.69
Program Components Factor,,,
Skating Skills 2.00 7.75 8.25 7.75,7.50 7.50 7.75 8.25 7.50 7.50,,7.71
Transitions 2.00 7.50 8.00 7.50,7.75 7.25 7.25 7.50 7.50 7.25,,7.46
Performance 2.00 7.75 8.25 7.75,7.75 7.75 7.75 8.00 7.75 7.75,,7.79
Composition 2.00 8.00 8.00 8.00,7.50 7.50 8.00 8.25 7.75 7.75,,7.86
Interpretation of the Music 2.00 8.25 8.00 8.25,7.75 7.75 7.75 8.00 7.50 7.50,,7.86
Judges Total Program Components Score (factored),,,77.36
Deductions: Falls:  -1.00 (1),,,-1.00
"< Under-rotated jumpX Credit highlight distribution, base value multiplied by 1.1! Not clear edge",,,
"",Total Total,Total,
Rank Name Nation Starting,Segment Element,Program,Deductions
Number,Score Score,Component,
"",= +,Score (factorized),-
8 Nam NGUYEN CAN 1,148.69 78.49,70.20,0.00
"# Executed Info Base GOE J1 J2 J3",J4 J5 J6 J7 J8 J9,,Ref Scores of
Elements Value,,,Panel
1 2T 1.30 -0.03 0 0 -1,-1 0 0 1 0 0,,1.27
2 2S 1.30 -0.03 -1 0 -1,0 0 0 0 0 0,,1.27
3 3A 8.50 0.29 0 0 0,0 1 1 1 0 0,,8.79
4 FSSp3 2.60 0.21 0 0 0,1 0 1 0 1 1,,2.81
5 ChSq1 2.00 0.80 1 1 2,2 2 0 0 1 1,,2.80
6 4S+3T 16.28 X 1.00 1 1 0,1 1 1 1 1 1,,17.28
7 3A+2T 10.78 X 0.29 1 0 -1,1 0 0 0 1 0,,11.07
8 3Lo 5.61 X 0.70 1 1 1,1 1 1 0 1 1,,6.31
9 3F 5.83 X 0.40 1 1 0,0 0 1 1 1 0,,6.23
10 StSq2 2.60 0.50 1 1 1,1 2 1 1 1 1,,3.10
11 3Lz!+3T ! 11.33 X -0.70 1 -1 -1,-1 -1 -1 -1 -1 -1,,10.63
12 FCCoSp4 3.50 0.14 1 0 1,0 1 0 0 0 0,,3.64
13 CCoSp3 3.00 0.29 1 0 1,0 0 0 1 1 1,,3.29
74.63,,,78.49
Program Components Factor,,,
Skating Skills 2.00 7.25 7.25 6.75,7.50 7.50 7.00 7.25 6.75 7.50,,7.21
Transitions 2.00 6.75 6.25 6.50,7.50 7.50 6.25 6.75 6.25 6.75,,6.68
Performance 2.00 7.00 6.50 7.00,7.75 7.75 6.75 7.00 6.50 7.00,,7.00
Composition 2.00 7.25 6.25 7.25,7.75 7.50 6.50 7.25 6.50 7.25,,7.07
Interpretation of the Music 2.00 7.25 6.50 7.25,8.00 8.00 6.50 7.00 7.00 7.00,,7.14
Judges Total Program Components Score (factored),,,70.20
Deductions:,,,0.00
"X Credit highlight distribution, base value multiplied by 1.1! Not clear edge",,,
ISU GP NHK Trophy 2017,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,
"",Total Total,Total,
Rank Name Nation Starting,Segment Element,Program,Deductions
Number,Score Score,Component,
"",= +,Score (factorized),-
9 Dmitri ALIEV RUS 3,145.94 70.52,77.42,2.00
"# Executed Info Base GOE J1 J2 J3",J4 J5 J6 J7 J8 J9,,Ref Scores of
Elements Value,,,Panel
1 3Lz 6.00 0.70 1 1 1,1 1 1 2 1 1,,6.70
2 3F 5.30 -2.10 -3 -3 -3,-3 -3 -3 -3 -3 -3,,3.20
3 2T 1.30 0.06 0 0 -1,1 0 1 1 0 0,,1.36
4 FCSp3 2.80 0.21 1 0 1,1 0 0 1 0 0,,3.01
5 ChSq1 2.00 0.80 2 1 1,1 2 1 1 1 1,,2.80
6 4T+3T 16.06 X 0.86 1 1 1,2 0 1 0 1 1,,16.92
7 4T< < 8.80 X -4.00 -3 -3 -3,-3 -3 -3 -3 -3 -3,,4.80
8 3Lo+1Lo+3S 11.00 X 0.40 1 0 1,0 0 0 1 2 1,,11.40
9 3A< < 6.49 X -1.00 -1 -1 -1,-1 -1 -1 -1 -2 -1,,5.49
10 3Lz+REP 4.62 X -0.30 0 -1 -1,-1 -1 0 0 0 0,,4.32
11 StSq3 3.30 0.64 1 1 0,2 2 1 1 1 2,,3.94
12 CCoSp4 3.50 0.57 1 1 0,2 1 1 1 2 1,,4.07
13 CSSp3 2.60 -0.09 0 -1 -1,-1 0 0 0 1 0,,2.51
73.77,,,70.52
Program Components Factor,,,
Skating Skills 2.00 8.00 7.50 8.25,8.00 7.75 7.50 8.25 8.00 7.75,,7.89
Transitions 2.00 7.75 7.25 7.50,7.75 7.50 7.25 8.00 7.25 7.50,,7.50
Performance 2.00 7.50 7.50 8.00,7.75 7.50 7.25 7.75 7.75 7.50,,7.61
Composition 2.00 8.00 7.50 8.25,8.00 7.50 7.75 8.25 7.75 8.00,,7.89
Interpretation of the Music 2.00 7.75 7.25 8.00,8.25 7.75 7.50 8.00 8.00 7.75,,7.82
Judges Total Program Components Score (factored),,,77.42
Deductions: Falls:  -2.00 (2),,,-2.00
"< Under-rotated jumpX Credit highlight distribution, base value multiplied by 1.1REP Jump repetition",,,
"",Total Total,Total,
Rank Name Nation Starting,Segment Element,Program,Deductions
Number,Score Score,Component,
"",= +,Score (factorized),-
10 Michal BREZINA CZE 5,144.21 66.35,79.86,2.00
"# Executed Info Base GOE J1 J2 J3",J4 J5 J6 J7 J8 J9,,Ref Scores of
Elements Value,,,Panel
1 2S 1.30 -0.06 -1 0 -2,-1 0 0 0 0 0,,1.24
2 3A+2T 9.80 1.29 1 1 1,0 2 2 2 1 1,,11.09
3 4S< < 8.10 -4.00 -3 -3 -3,-3 -3 -3 -3 -3 -3,,4.10
4 FSSp4 3.00 0.79 1 2 1,1 1 2 2 2 2,,3.79
5 StSq4 3.90 1.20 1 2 1,2 2 2 2 1 2,,5.10
6 3A 9.35 X 1.00 1 0 1,1 0 2 2 1 1,,10.35
7 3Lo 5.61 X 0.20 0 1 1,1 -1 0 0 0 0,,5.81
8 3F 5.83 X -2.10 -3 -3 -3,-3 -3 -3 -3 -3 -3,,3.73
9 3Lz 6.60 X -0.40 -1 -1 -1,-1 -1 0 0 0 0,,6.20
10 3S 4.84 X 0.60 1 1 0,0 1 1 1 2 1,,5.44
11 ChSq1 2.00 1.00 1 2 1,1 2 1 3 1 2,,3.00
12 FCCoSp3V 2.50 0.50 1 1 0,1 1 1 1 1 1,,3.00
13 CCoSp3 3.00 0.50 1 1 0,1 1 2 1 1 1,,3.50
65.83,,,66.35
Program Components Factor,,,
Skating Skills 2.00 7.75 8.25 8.00,8.00 7.75 8.00 8.50 8.25 8.25,,8.07
Transitions 2.00 7.50 8.00 7.75,7.50 7.50 7.75 8.25 8.00 8.00,,7.79
Performance 2.00 7.50 8.00 7.75,7.75 7.75 8.00 8.00 8.00 8.00,,7.89
Composition 2.00 8.00 7.75 8.25,8.00 8.00 8.25 8.50 8.00 8.25,,8.11
Interpretation of the Music 2.00 7.75 8.00 8.00,8.00 7.75 8.50 8.50 8.00 8.25,,8.07
Judges Total Program Components Score (factored),,,79.86
Deductions: Falls:  -2.00 (2),,,-2.00
"< Under-rotated jumpX Credit highlight distribution, base value multiplied by 1.1",,,
ISU GP NHK Trophy 2017,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,
"",Total Total,Total,
Rank Name Nation Starting,Segment Element,Program,Deductions
Number,Score Score,Component,
"",= +,Score (factorized),-
11 Hiroaki SATO JPN,2 123.25 55.67,68.58,1.00
"# Executed Info Base GOE J1",J2 J3 J4 J5 J6 J7 J8 J9,,Ref Scores of
Elements Value,,,Panel
1 3A 8.50 -0.14 0,-1 0 1 -1 0 0 1 -1,,8.36
2 4T 10.30 -2.40 -2,-2 -2 -2 -2 -2 -2 -2 -2,,7.90
3 4T<+REP < 5.60 -4.00 -3,-3 -3 -3 -2 -3 -3 -3 -3,,1.60
4 StSq2 2.60 0.57 1,0 1 1 2 1 2 1 1,,3.17
5 CSSp4 3.00 0.43 0,1 0 0 1 2 2 1 1,,3.43
6 3A+2T 10.78 X -1.57 -1,-2 -1 -1 -2 -1 -2 -2 -2,,9.21
7 3F 5.83 X -2.10 -3,-3 -3 -3 -3 -3 -3 -3 -3,,3.73
8 3Lz 6.60 X -1.10 -1,-2 -2 -2 -2 -2 -1 -1 -1,,5.50
9 FCCoSp2 2.50 0.29 1,0 0 0 1 0 1 1 1,,2.79
10 3S 4.84 X -1.90 -3,-3 -3 -3 -2 -2 -3 -2 -3,,2.94
11 1Lo 0.55 X -0.01 0,0 -1 -1 0 0 0 0 0,,0.54
12 ChSq1 2.00 0.50 1,-1 1 1 1 1 2 0 0,,2.50
13 CCoSp4 3.50 0.50 1,1 1 1 2 1 1 1 0,,4.00
66.60,,,55.67
Program Components Factor,,,
Skating Skills 2.00 7.00 6.75,7.25 7.50 7.00 7.00 7.50 6.75 6.75,,7.04
Transitions 2.00 6.75 6.00,6.50 7.50 6.75 6.25 7.25 6.00 6.25,,6.54
Performance 2.00 6.50 7.00,7.00 6.75 7.00 6.50 7.00 6.50 6.25,,6.75
Composition 2.00 6.75 6.50,7.25 7.25 7.00 7.25 7.50 6.75 6.75,,7.00
Interpretation of the Music 2.00 6.75 6.50,7.00 7.50 7.75 7.00 7.25 6.75 6.50,,6.96
Judges Total Program Components Score (factored),,,68.58
Deductions: Falls:  -1.00 (1),,,-1.00
"< Under-rotated jumpX Credit highlight distribution, base value multiplied by 1.1",,,
