Cup of China,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
Transition / Linking Footwork  1.60 5.25 5.25 6.50,5.75,,6.00 6.25 6.00 6.50,,6.00,5.25 - -,5.70
Performance / Execution  1.60 5.75 6.00 6.50,5.50,,6.25 6.50 6.00 6.50,,6.00,5.75 - -,6.00
Choreography / Composition  1.60 6.00 5.50 6.75,5.75,,6.25 6.75 6.25 6.75,,6.50,5.50 - -,6.10
Interpretation  1.60 6.00 6.00 6.75,5.75,,6.50 6.75 6.25 7.00,,5.75,5.50 - -,6.10
Judges Total Program Component Score (factored),,,,,,,48.24
Deductions: Falls: -2.00,,,,,,,-2.00
"e  Jump take off with wrong edge x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
Cup of China,,,,,,,
LADIES FREE SKATING,JUDGES DETAILS PER SKATER,,,,,,
"",,,,Total Total,,Total,Total
"",NOC,,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,,Score Score,,Score (factored),
"",,,,= +,,+,-
3 Fumie SUGURI,JPN,,,92.37  48.49,,44.88,1.00
"# Executed",Base GOE,,,The Judges Panel,,,Scores
Elements,Value,,,(in random order),,,of Panel
1 3Lz e,6.00 -0.80 -1 -1 0,-2,,0 -2 -1 -1,,-1 -1 - -,5.20
2 3T+2A+SEQ,6.00  0.80 1 1 0,1,,1 1 0 1,,1 1 - -,6.80
3 2F,1.70  0.20 1 1 0,0,,0 0 0 0,,1 0 - -,1.90
4 FCCoSp4,3.50  0.00 0 1 0,0,,0 0 0 0,,0 0 - -,3.50
5 SpSq4,3.40  0.60 0 1 1,0,,0 1 0 0,,1 1 - -,4.00
6 3S,4.95 x -1.60 -1 -2 -1,-2,,-2 -2 -1 -2,,-2 -2 - -,3.35
7 2Lz e,2.09 x -0.68 -2 -2 -2,-2,,-3 -3 -2 -2,,-3 -2 - -,1.41
8 CUSp2,2.00  0.00 0 0 0,0,,0 0 0 0,,0 0 - -,2.00
9 3F+2T,7.48 x  0.00 0 0 0,0,,-1 -1 0 0,,0 0 - -,7.48
10 2A,3.85 x  0.40 1 1 0,0,,0 0 0 0,,1 0 - -,4.25
11 FSSp2,2.00  0.30 1 1 0,1,,0 0 0 1,,1 1 - -,2.30
12 SlSt2,2.30  0.50 1 1 1,1,,1 1 1 1,,1 1 - -,2.80
13 CCoSp3,3.00  0.50 1 1 0,1,,1 1 1 1,,1 1 - -,3.50
"",48.27,,,,,,48.49
Program Components,Factor,,,,,,
Skating Skills,1.60 6.25 7.00 5.25,6.00,,5.00 6.25 6.00 6.00,,5.75 6.25 - -,5.90
Transition / Linking Footwork,1.60 5.50 5.75 5.00,5.50,,4.25 5.00 5.50 5.00,,4.75 5.50 - -,5.25
Performance / Execution,1.60 5.75 6.50 5.25,5.75,,4.75 6.00 5.50 5.25,,5.75 6.50 - -,5.75
Choreography / Composition,1.60 5.50 6.50 5.25,6.00,,4.50 6.00 6.00 5.50,,5.00 5.75 - -,5.50
Interpretation,1.60 6.00 6.75 5.25,6.00,,4.75 6.25 6.00 5.75,,5.00 6.00 - -,5.65
Judges Total Program Component Score (factored),,,,,,,44.88
Deductions:,Time violation: -1.00,,,,,,-1.00
"e  Jump take off with wrong edge x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
"",,,,Total Total,,Total,Total
"",NOC,,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,,Score Score,,Score (factored),
"",,,,= +,,+,-
4 Carolina KOSTNER,ITA,,,83.04  33.68,,51.36,2.00
"# Executed",Base GOE,,,The Judges Panel,,,Scores
Elements,Value,,,(in random order),,,of Panel
1 3F+SEQ,4.40 -2.60 -3 -3 -3,-3,,-3 -2 -2 -2,,-2 -2 - -,1.80
3 2Lz,1.90  0.00 2 0 0,0,,0 0 0 0,,0 0 - -,1.90
4 2F,1.70  0.10 1 0 0,1,,0 0 0 0,,1 0 - -,1.80
5 3Lo,5.00  0.00 1 0 0,1,,0 0 0 1,,0 0 - -,5.00
6 CCoSp3,3.00  0.30 1 1 0,0,,0 0 1 0,,1 0 - -,3.30
7 2A+3T<,5.28 x -2.32 -3 -3 -3,-3,,-3 -2 -2 -3,,-2 -3 - -,2.96
8 3S,4.95 x  0.00 0 0 0,-1,,0 0 0 0,,0 0 - -,4.95
9 FSSp,0.00  0.00 - - -,-,,- - - -,,- - - -,0.00
10 CoSp1,1.70  0.00 0 0 0,0,,0 0 0 0,,0 0 - -,1.70
11 SlSt2,2.30  0.40 1 1 0,1,,1 1 0 1,,1 1 - -,2.70
12 SpSq3,3.10  0.10 0 0 0,1,,-1 0 1 -1,,1 0 - -,3.20
13 CSSp2,2.00 -0.36 -1 -1 -1,-1,,-2 -2 -1 -2,,-2 -1 - -,1.64
14 2A,3.85 x -1.12 -1 -1 -3,-2,,-1 -2 -1 -2,,-2 -2 - -,2.73
"",39.18,,,,,,33.68
Program Components,Factor,,,,,,
Skating Skills,1.60 7.00 6.75 5.75,7.00,,5.75 7.00 7.00 7.25,,7.00 6.75 - -,6.65
Transition / Linking Footwork,1.60 6.00 6.50 5.75,6.75,,5.50 6.25 6.50 7.00,,6.00 6.50 - -,6.15
Performance / Execution,1.60 6.50 6.75 5.75,6.50,,6.00 6.50 6.50 6.75,,6.50 6.25 - -,6.35
Choreography / Composition,1.60 6.75 6.50 5.75,6.75,,6.00 6.50 6.75 7.25,,6.50 6.50 - -,6.45
Interpretation,1.60 6.75 6.75 5.50,6.75,,6.25 6.50 7.00 7.25,,6.00 6.75 - -,6.50
Judges Total Program Component Score (factored),,,,,,,51.36
Deductions:,Falls: -2.00,,,,,,-2.00
"e  Jump take off with wrong edge x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
Cup of China,,,,,,,,
LADIES FREE SKATING,JUDGES DETAILS PER SKATER,,,,,,,
"",,,,Total Total,,,Total,Total
"",NOC,,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,,
"",Code,,,Score Score,,,Score (factored),
"",,,,= +,,,+,-
5 Julia SEBESTYEN,HUN,,,81.14  35.94,,,47.20,2.00
"# Executed",Base GOE,,,The Judges Panel,,,,Scores
Elements,Value,,,(in random order),,,,of Panel
1 3Lz+2T+2Lo,8.80  1.00 1 1 1,1,,1 0 0 1,,1,2 - -,9.80
2 3F,5.50  0.00 0 0 0,-1,,0 -1 0 -1,,0,0 - -,5.50
3 3Lz,6.00 -3.00 -3 -3 -3,-3,,-3 -3 -3 -3,,-3,-3 - -,3.00
4 LSp2,1.80  0.00 0 0 0,0,,0 0 0 0,,0,0 - -,1.80
5 SpSq2,2.30  0.40 1 1 1,0,,0 0 0 0,,1,1 - -,2.70
6 1A+2T,2.31 x  0.10 1 0 0,0,,0 0 0 0,,2,0 - -,2.41
7 3F<+SEQ e,1.50 x -1.00 -3 -3 -3,-3,,-3 -3 -3 -3,,-3,-3 - -,0.50
8 CoSp1,1.70  0.00 0 0 0,0,,0 0 0 0,,0,0 - -,1.70
9 2A*+2T*,0.00  0.00 - - -,-,,- - - -,,-,- - -,0.00
10 2S,1.43 x  0.10 1 0 0,0,,0 0 0 0,,1,0 - -,1.53
11 FCSp2,2.00  0.00 0 0 0,0,,0 0 0 0,,0,1 - -,2.00
12 SlSt1,1.80  0.20 1 2 -1,1,,0 0 0 1,,1,0 - -,2.00
13 CCoSp3,3.00  0.00 0 0 0,0,,0 0 0 0,,0,1 - -,3.00
"",38.14,,,,,,,35.94
Program Components,Factor,,,,,,,
Skating Skills,1.60 7.00 6.75 5.00,6.25,,5.50 6.00 6.00 6.75,,6.00,6.50 - -,6.15
Transition / Linking Footwork,1.60 6.25 6.25 5.25,6.00,,5.00 5.00 5.75 6.25,,5.00,6.00 - -,5.65
Performance / Execution,1.60 6.50 6.50 5.25,5.75,,5.00 5.25 5.75 6.25,,5.50,6.00 - -,5.80
Choreography / Composition,1.60 6.75 6.50 5.25,6.25,,5.00 5.50 5.75 6.50,,6.00,6.25 - -,5.95
Interpretation,1.60 6.50 6.50 5.50,6.00,,5.25 5.25 6.00 6.50,,5.50,6.25 - -,5.95
Judges Total Program Component Score (factored),,,,,,,,47.20
Deductions:,Falls: -2.00,,,,,,,-2.00
"e  Jump take off with wrong edge x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,,
"",,,,Total Total,,,Total,Total
"",NOC,,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,,
"",Code,,,Score Score,,,Score (factored),
"",,,,= +,,,+,-
6 Beatrisa LIANG,USA,,,80.98  41.74,,,42.24,3.00
"# Executed",Base GOE,,,The Judges Panel,,,,Scores
Elements,Value,,,(in random order),,,,of Panel
1 3F,5.50 -2.00 -2 -2 -2,-2,,-2 -2 -2 -2,,-2,-2 - -,3.50
2 3Lz< e,1.90 -1.00 -3 -3 -3,-3,,-3 -3 -3 -3,,-3,-3 - -,0.90
3 FCoSp3,2.50  0.30 1 1 0,0,,1 0 0 1,,1,0 - -,2.80
4 3Lo,5.00  0.20 0 0 0,1,,0 1 0 -1,,1,1 - -,5.20
5 LSp2,1.80  0.50 1 1 1,1,,2 1 1 1,,1,1 - -,2.30
6 SpSq4,3.40  1.00 1 1 1,1,,1 2 1 1,,1,2 - -,4.40
7 3Lz+2T e,8.03 x -1.00 -1 -1 0,-2,,-1 -2 -1 -2,,-2,-1 - -,7.03
8 3T,4.40 x -3.00 -3 -3 -3,-3,,-3 -3 -3 -3,,-3,-3 - -,1.40
9 3F<+SEQ,1.50 x -1.00 -3 -3 -3,-3,,-3 -3 -3 -3,,-3,-3 - -,0.50
10 SlSt2,2.30  0.00 0 0 0,0,,0 1 0 0,,0,0 - -,2.30
11 2A+2T+2Lo,6.93 x -0.32 -1 0 0,-1,,-1 -1 -1 -1,,0,0 - -,6.61
12 FSSp2,2.00  0.30 1 1 1,0,,0 0 0 1,,1,0 - -,2.30
13 CCoSp2,2.50  0.00 0 0 0,0,,0 1 0 0,,0,0 - -,2.50
"",47.76,,,,,,,41.74
Program Components,Factor,,,,,,,
Skating Skills,1.60 5.25 5.50 5.75,5.75,,5.00 5.75 5.75 5.75,,5.50,5.50 - -,5.50
Transition / Linking Footwork,1.60 5.00 5.00 5.50,5.25,,4.50 5.00 5.25 5.50,,5.00,5.25 - -,5.10
Performance / Execution,1.60 4.75 5.00 5.50,5.00,,4.75 5.25 5.25 5.25,,5.00,5.75 - -,5.10
Choreography / Composition,1.60 5.00 5.25 5.75,5.50,,4.75 5.50 5.50 5.75,,5.50,5.50 - -,5.35
Interpretation,1.60 5.00 5.75 5.50,5.25,,4.75 5.25 5.75 5.75,,5.00,5.50 - -,5.35
Judges Total Program Component Score (factored),,,,,,,,42.24
Deductions:,Falls: -3.00,,,,,,,-3.00
"e  Jump take off with wrong edge x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,,
Cup of China,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
NOC,,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
Code,,,Score Score,,,Score (factored),
"",,,= +,,,+,-
7 Dan FANG CHN,,,78.70  42.74,,,36.96,1.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 2A+2T+2Lo  6.30  0.00 0 0 1,0,,0 0 0 0,,0,0 - -,6.30
2 3Lz  6.00  0.80 1 1 0,1,,1 1 0 0,,1,1 - -,6.80
3 3T  4.00 -1.80 -2 -2 -1,-3,,-2 -2 -1 -2,,-2,-2 - -,2.20
4 3T+2T  5.30  0.00 0 0 0,-1,,0 -1 -1 -1,,0,0 - -,5.30
5 3S+2T  5.80  0.00 0 0 0,0,,0 0 0 1,,0,0 - -,5.80
6 CoSp2  2.10 -0.06 -1 0 0,-1,,0 0 0 0,,0,-1 - -,2.04
7 SlSt1  1.80 -0.06 -1 0 0,0,,-1 0 0 0,,0,0 - -,1.74
8 3S  4.95 x  0.00 0 0 0,0,,0 0 0 0,,0,0 - -,4.95
9 FSSp  0.00  0.00 - - -,-,,- - - -,,-,- - -,0.00
10 2T  1.43 x  0.00 1 0 0,0,,0 0 0 0,,0,0 - -,1.43
11 SpSq2  2.30  0.00 0 0 0,0,,0 0 0 0,,0,0 - -,2.30
12 CCoSp2  2.50 -0.12 -1 0 0,0,,0 -1 -1 0,,-1,0 - -,2.38
13 LSp1  1.50  0.00 0 0 0,0,,0 0 0 0,,0,0 - -,1.50
43.98,,,,,,,42.74
Program Components Factor,,,,,,,
Skating Skills  1.60 4.75 5.25 5.75,5.00,,4.25 5.25 5.50 5.50,,4.50,4.75 - -,4.95
Transition / Linking Footwork  1.60 4.00 4.75 5.25,4.50,,3.50 4.25 5.00 4.75,,4.00,4.25 - -,4.40
Performance / Execution  1.60 4.00 4.75 5.50,4.75,,3.50 4.75 5.00 5.00,,3.75,4.75 - -,4.45
Choreography / Composition  1.60 3.75 5.00 5.50,4.75,,3.75 5.00 5.50 5.25,,4.50,4.75 - -,4.70
Interpretation  1.60 4.00 5.00 5.50,4.50,,3.50 4.75 5.50 5.00,,3.75,4.75 - -,4.60
Judges Total Program Component Score (factored),,,,,,,36.96
Deductions: Falls: -1.00,,,,,,,-1.00
"e  Jump take off with wrong edge x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
"",,,Total Total,,,Total,Total
NOC,,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
Code,,,Score Score,,,Score (factored),
"",,,= +,,,+,-
8 Arina MARTINOVA RUS,,,76.84  38.36,,,40.48,2.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3Lz+2T e  7.30 -1.20 -1 -1 1,-1,,-1 -1 -2 -1,,-2,-1 - -,6.10
2 3Lo<  1.50 -1.00 -3 -3 -3,-3,,-3 -3 -3 -3,,-3,-3 - -,0.50
3 3F  5.50  0.00 -1 0 0,-1,,0 -1 0 -2,,0,0 - -,5.50
4 3T+2T  5.30  0.00 0 0 0,0,,0 0 -1 -1,,0,0 - -,5.30
5 FCSp2  2.00  0.00 0 0 0,0,,0 0 0 0,,0,1 - -,2.00
6 2A+2T  4.80  0.00 0 0 0,0,,0 0 0 0,,0,0 - -,4.80
7 CUSp2  2.00 -0.12 -1 0 -1,-1,,0 -1 0 -1,,0,-1 - -,1.88
8 SpSq4  3.40  0.20 0 0 0,1,,0 0 0 -1,,1,1 - -,3.60
9 3Lz< e  2.09 x -1.00 -3 -3 -3,-3,,-3 -3 -3 -3,,-3,-3 - -,1.09
10 CoSp2  2.10  0.00 0 0 0,0,,0 0 0 -1,,0,0 - -,2.10
11 SlSt2  2.30  0.00 0 0 0,0,,0 0 0 0,,0,0 - -,2.30
12 3T<  1.43 x -0.24 -1 -1 0,-1,,-1 -2 0 -2,,-1,-1 - -,1.19
13 CCoSp1  2.00  0.00 0 0 0,0,,0 -1 1 0,,0,0 - -,2.00
41.72,,,,,,,38.36
Program Components Factor,,,,,,,
Skating Skills  1.60 5.50 5.75 4.75,5.25,,4.75 5.25 5.25 4.75,,5.25,5.00 - -,5.15
Transition / Linking Footwork  1.60 4.75 5.50 4.50,4.75,,4.25 4.75 4.75 4.25,,5.50,4.75 - -,4.85
Performance / Execution  1.60 5.00 6.00 5.00,5.00,,4.50 5.00 4.75 4.25,,5.25,5.25 - -,5.05
Choreography / Composition  1.60 5.25 5.50 5.00,5.25,,4.75 5.00 5.25 4.50,,5.50,4.75 - -,5.15
Interpretation  1.60 5.25 5.75 5.00,5.00,,4.50 5.25 5.25 4.50,,5.25,4.75 - -,5.10
Judges Total Program Component Score (factored),,,,,,,40.48
Deductions: Falls: -2.00,,,,,,,-2.00
"e  Jump take off with wrong edge x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
Cup of China,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
NOC,,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
Code,,,Score Score,,,Score (factored),
"",,,= +,,,+,-
9 Susanna POYKIO FIN,,,75.52  30.76,,,45.76,1.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3Lz+2T  7.30  0.00 1 0 0,0,,0 0 0 0,,0,0 - -,7.30
2 2F  1.70  0.10 1 1 0,0,,0 1 0 0,,0,0 - -,1.80
3 FSSp1  1.70  0.00 0 0 0,-1,,0 0 0 -1,,-1,0 - -,1.70
4 SpSq2  2.30  0.30 0 1 1,0,,0 1 0 0,,1,1 - -,2.60
5 3Lz<  1.90 -0.60 -2 -2 -2,-2,,-2 -3 -1 -3,,-2,-2 - -,1.30
6 CoSp1  1.70  0.00 0 1 0,0,,0 0 0 0,,0,0 - -,1.70
7 3S+2T  6.38 x  0.20 1 1 0,0,,0 0 0 -1,,0,0 - -,6.58
8 1A  0.88 x -0.16 0 -1 0,-1,,-1 -1 -1 -2,,-1,-1 - -,0.72
9 3S<  1.43 x -1.00 -3 -3 -3,-3,,-3 -3 -3 -3,,-3,-3 - -,0.43
10 LSp1  1.50  0.00 0 0 0,0,,0 0 0 0,,1,0 - -,1.50
11 3T<  1.43 x -0.60 -2 -2 -2,-2,,-2 -3 -1 -3,,-2,-2 - -,0.83
12 SlSt1  1.80  0.00 0 0 0,0,,0 0 0 0,,1,-1 - -,1.80
13 CCoSp2  2.50  0.00 0 0 0,0,,0 0 -1 0,,1,0 - -,2.50
32.52,,,,,,,30.76
Program Components Factor,,,,,,,
Skating Skills  1.60 6.00 6.25 5.75,6.00,,5.00 6.00 6.00 6.25,,6.00,6.25 - -,6.00
Transition / Linking Footwork  1.60 5.00 5.50 5.50,5.75,,4.50 5.25 5.50 6.00,,5.75,6.00 - -,5.45
Performance / Execution  1.60 5.50 6.00 5.50,5.50,,4.75 5.75 5.50 5.75,,6.50,6.00 - -,5.70
Choreography / Composition  1.60 5.00 5.75 5.75,5.75,,5.00 5.75 5.75 6.25,,6.00,6.00 - -,5.65
Interpretation  1.60 5.50 6.00 5.75,5.50,,5.00 5.50 6.00 6.00,,5.75,6.00 - -,5.80
Judges Total Program Component Score (factored),,,,,,,45.76
Deductions: Falls: -1.00,,,,,,,-1.00
"e  Jump take off with wrong edge x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
"",,,Total Total,,,Total,Total
NOC,,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
Code,,,Score Score,,,Score (factored),
"",,,= +,,,+,-
10 Binshu XU CHN,,,73.89  38.97,,,37.92,3.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3Lz+2T e  7.30 -1.40 -2 -1 -1,-2,,-1 -2 -2 -1,,-2,-1 - -,5.90
2 2A+3T<  4.80 -1.96 -3 -2 -1,-3,,-3 -3 -2 -3,,-3,-2 - -,2.84
3 3F<  1.70 -1.00 -3 -3 -3,-3,,-3 -3 -3 -3,,-3,-3 - -,0.70
4 3Lo<  1.50 -0.18 -1 -1 0,-1,,-1 -2 0 -2,,0,-1 - -,1.32
5 FCSp1  1.70  0.00 0 0 0,0,,0 0 0 1,,0,0 - -,1.70
6 3T  4.40 x  0.60 1 1 0,1,,1 1 0 1,,0,1 - -,5.00
7 SlSt1  1.80  0.00 1 0 0,0,,0 0 0 0,,0,0 - -,1.80
8 CSSp2  2.00  0.00 0 0 0,-1,,0 0 0 0,,0,0 - -,2.00
9 LSp2  1.80 -0.12 -1 0 -1,0,,-1 1 0 1,,0,1 - -,1.68
10 3F+2T  7.48 x -1.00 -1 -1 -1,-2,,-1 -2 -1 -1,,-2,-1 - -,6.48
11 SpSq2  2.30  0.10 0 1 0,-1,,0 0 0 0,,0,1 - -,2.40
12 3S  4.95 x  0.00 0 0 0,0,,0 0 0 0,,0,0 - -,4.95
13 CCoSp1  2.00  0.20 0 0 0,0,,1 1 1 1,,0,1 - -,2.20
43.73,,,,,,,38.97
Program Components Factor,,,,,,,
Skating Skills  1.60 4.50 5.25 4.50,4.50,,4.50 5.50 5.00 5.75,,5.25,5.50 - -,4.90
Transition / Linking Footwork  1.60 3.75 4.75 4.50,3.75,,3.75 5.00 4.50 5.25,,4.75,5.00 - -,4.45
Performance / Execution  1.60 4.25 5.25 4.75,4.00,,4.25 5.25 4.50 5.25,,5.00,5.75 - -,4.75
Choreography / Composition  1.60 4.00 5.00 4.75,4.25,,4.25 5.50 4.75 5.50,,5.00,5.50 - -,4.75
Interpretation  1.60 4.00 5.25 5.00,3.75,,4.25 5.25 5.00 5.25,,4.75,5.25 - -,4.85
Judges Total Program Component Score (factored),,,,,,,37.92
Deductions: Time violation: -1.00,,,Falls: -2.00,,,,-3.00
"e  Jump take off with wrong edge x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
Cup of China,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,,Total Total,,Total,Total
NOC,,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
Code,,,Score Score,,Score (factored),
"",,,= +,,+,-
11 Alissa CZISNY USA,,,69.35  30.47,,42.88,4.00
"# Executed Base GOE",,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 3Lz<  1.90 -1.00 -3 -3 -3,-3,,-3 -3 -3 -3,,-3 -3 - -,0.90
2 3F<  1.70 -1.00 -3 -3 -3,-3,,-3 -3 -3 -3,,-3 -3 - -,0.70
3 2A+2T  4.80  0.00 1 0 0,0,,0 0 0 0,,0 0 - -,4.80
4 FSSp4  3.00  0.60 2 2 1,1,,1 1 1 1,,0 1 - -,3.60
5 CoSp4  3.00  0.50 1 2 1,1,,1 2 1 1,,0 1 - -,3.50
6 SlSt1  1.80  0.10 1 0 0,0,,0 0 0 0,,1 0 - -,1.90
7 3Lo<  1.65 x -1.00 -3 -3 -3,-3,,-3 -3 -3 -3,,-3 -3 - -,0.65
8 3T<  1.43 x -1.00 -3 -3 -3,-3,,-3 -3 -3 -3,,-3 -3 - -,0.43
9 2A  3.85 x  0.00 0 0 0,-1,,0 0 0 -1,,0 0 - -,3.85
10 CCoSp3  3.00  0.80 2 2 1,2,,1 2 1 1,,2 2 - -,3.80
11 1Lz  0.66 x -0.22 -1 -2 -2,-2,,-3 -1 -2 -2,,-2 -3 - -,0.44
12 SpSq2  2.30  0.40 1 1 0,1,,1 1 0 0,,1 2 - -,2.70
13 LSp3  2.40  0.80 1 2 -1,2,,2 2 1 2,,2 2 - -,3.20
31.49,,,,,,30.47
Program Components Factor,,,,,,
Skating Skills  1.60 6.50 5.50 4.25,6.25,,4.75 6.25 6.00 6.50,,5.75 5.25 - -,5.45
Transition / Linking Footwork  1.60 5.75 5.00 4.50,5.50,,4.00 5.50 5.75 6.25,,6.00 5.00 - -,5.20
Performance / Execution  1.60 6.75 5.50 4.75,5.25,,4.50 6.00 5.75 6.00,,5.50 4.75 - -,5.25
Choreography / Composition  1.60 6.50 5.25 4.75,6.00,,4.50 6.00 6.00 6.25,,6.00 5.50 - -,5.50
Interpretation  1.60 6.75 5.50 4.75,6.00,,4.25 5.75 6.00 6.25,,5.50 5.25 - -,5.40
Judges Total Program Component Score (factored),,,,,,42.88
Deductions: Falls: -4.00,,,,,,-4.00
"e  Jump take off with wrong edge x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
"",,,Total Total,,Total,Total
NOC,,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
Code,,,Score Score,,Score (factored),
"",,,= +,,+,-
