2006 NHK Trophy,,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
Performance / Execution  1.60,7.50 7.50 7.50,6.75,7.50 7.50 7.50 7.50,,7.25,7.25 - -,7.40
Choreography / Composition  1.60,7.25 7.25 7.75,6.75,7.25 7.25 7.50 7.50,,7.25,7.50 - -,7.30
Interpretation  1.60,7.25 7.25 7.75,6.75,7.25 7.00 7.25 7.25,,7.00,7.25 - -,7.15
Judges Total Program Component Score (factored),,,,,,,58.24
Deductions:,,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
2006 NHK Trophy,,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
3 Valerie MARCOUX / Craig BUNTIN,CAN,,107.75  56.07,,,51.68,0.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3T+2T+SEQ  4.24  0.00,0 0 0,1,0 0 0 0,,0,0 - -,4.24
2 2FTw4  4.50  0.40,1 1 1,1,2 1 0 1,,1,0 - -,4.90
3 SpSq4  3.40  0.20,0 0 0,1,0 0 0 1,,1,0 - -,3.60
4 2A  3.30 -0.70,-1 -1 -1,-1,-1 -1 -1 -1,,-1,-2 - -,2.60
5 PCoSp4  4.50  0.10,0 0 0,0,0 0 0 0,,1,1 - -,4.60
6 5ALi3  6.00  0.20,0 0 0,0,1 1 0 1,,0,0 - -,6.20
7 3LoTh  5.50 x -0.70,0 -1 -1,-1,-1 -1 0 -1,,-1,-1 - -,4.80
8 5SLi4  6.00  0.06,-1 0 1,0,0 1 1 0,,0,0 - -,6.06
9 3STh  4.95 x  0.00,0 0 0,0,1 0 0 1,,0,0 - -,4.95
10 FCCoSp3  3.00  0.04,0 0 0,-1,1 0 0 -1,,1,-1 - -,3.04
11 4Li4  4.00  0.06,0 0 0,1,0 1 0 1,,-1,0 - -,4.06
12 SlSt3  3.10  0.00,0 0 0,0,0 0 0 0,,0,0 - -,3.10
13 BoDs2  3.50  0.42,0 0 0,1,1 1 0 0,,0,1 - -,3.92
55.99,,,,,,,56.07
Program Components Factor,,,,,,,
Skating Skills  1.60,6.50 6.75 6.75,6.75,6.50 6.50 7.25 7.00,,6.50,6.00 - -,6.60
Transition / Linking Footwork  1.60,6.50 6.50 6.25,6.75,5.25 6.25 7.00 6.50,,6.00,5.50 - -,6.20
Performance / Execution  1.60,6.25 6.50 6.75,7.00,6.50 6.50 7.25 6.75,,6.25,5.75 - -,6.55
Choreography / Composition  1.60,6.50 6.50 6.50,6.75,6.25 6.75 7.50 6.75,,5.75,6.00 - -,6.45
Interpretation  1.60,6.50 6.50 6.75,7.00,6.50 6.50 7.50 7.00,,6.00,6.00 - -,6.50
Judges Total Program Component Score (factored),,,,,,,51.68
Deductions:,,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
4 Utako WAKAMATSU / Jean-Sebastien FECTEAU,CAN,,92.01  48.73,,,45.28,2.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 2T  1.30 -1.00,-3 -3 -3,-3,-3 -3 -3 -3,,-3,-3 - -,0.30
2 2LzTw4  4.50  0.10,1 0 0,0,1 1 0 1,,0,0 - -,4.60
3 5ALi4  6.50  0.80,0 0 0,1,1 1 1 1,,0,1 - -,7.30
4 3LoTh  5.00 -2.00,-3 -3 -3,-3,-3 -3 -3 -3,,-3,-3 - -,3.00
5 2A<+2T+SEQ  1.68 -0.68,-2 -2 -2,-3,-2 -2 -2 -2,,-2,-3 - -,1.00
6 PCoSp3  4.00  0.00,0 0 0,0,0 0 0 0,,0,0 - -,4.00
7 5TLi4  6.00  0.18,0 0 0,2,0 0 1 1,,1,1 - -,6.18
8 SpSq4  3.40  0.00,-1 0 0,0,0 0 0 0,,0,0 - -,3.40
9 BoDs3  4.00  0.00,0 0 0,0,-1 0 0 1,,0,0 - -,4.00
10 3STh  4.95 x -0.70,-1 -1 -1,-1,-1 -1 -2 -1,,-1,-1 - -,4.25
11 FCCoSp4  3.50  0.10,0 -1 1,0,0 0 1 0,,1,0 - -,3.60
12 SlSt3  3.10  0.00,0 0 0,0,0 0 0 0,,1,0 - -,3.10
13 3Li4  4.00  0.00,0 0 0,1,0 0 0 1,,0,0 - -,4.00
51.93,,,,,,,48.73
Program Components Factor,,,,,,,
Skating Skills  1.60,5.75 5.75 5.75,5.75,5.50 5.25 6.00 6.50,,6.00,6.00 - -,5.80
Transition / Linking Footwork  1.60,5.50 5.50 5.25,5.75,5.25 5.25 5.75 6.25,,5.75,5.75 - -,5.60
Performance / Execution  1.60,5.50 5.25 5.75,5.50,5.50 5.50 6.00 6.25,,6.25,5.50 - -,5.60
Choreography / Composition  1.60,5.50 5.50 5.50,5.75,5.75 5.50 6.25 6.50,,6.00,5.50 - -,5.70
Interpretation  1.60,5.25 5.50 5.50,5.50,5.50 5.50 6.25 6.50,,5.75,5.75 - -,5.60
Judges Total Program Component Score (factored),,,,,,,45.28
Deductions: Falls:,-2.00,,,,,,-2.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
2006 NHK Trophy,,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
5 Julia VLASSOV / Drew MEEKINS,USA,,89.49  47.49,,,42.00,0.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 5ALi2  5.50  0.00,0 0 0,0,0 0 0 0,,0,0 - -,5.50
2 2A+2F+SEQ  4.00  0.00,0 0 0,0,0 0 0 1,,0,0 - -,4.00
3 3LoTh  5.00  0.42,0 0 1,0,1 1 0 0,,1,1 - -,5.42
4 2Lz  1.90  0.00,0 0 0,0,0 0 0 0,,0,-1 - -,1.90
5 FCCoSp4  3.50 -0.18,0 0 0,0,-1 -1 -1 0,,0,-1 - -,3.32
6 3Li3  3.50 -0.12,-1 -1 0,0,-1 -1 0 1,,0,0 - -,3.38
7 2FTw2  3.50 -0.18,-1 0 0,0,-1 -1 0 -1,,-1,-1 - -,3.32
8 SpSq3  3.10 -0.14,-1 0 0,0,-1 -1 0 0,,1,0 - -,2.96
9 5TLi2  5.00 -0.12,0 0 0,0,-1 -1 0 0,,0,-1 - -,4.88
10 PCoSp2  3.50  0.00,0 0 0,0,0 -1 0 0,,0,0 - -,3.50
11 3STh  4.95 x -0.70,-1 -1 -1,-1,-1 -1 -1 -1,,-1,-2 - -,4.25
12 CiSt1  1.80 -0.24,0 0 0,-1,-1 -1 -1 -1,,-2,0 - -,1.56
13 BoDs2  3.50  0.00,0 0 0,0,-1 0 0 0,,0,0 - -,3.50
48.75,,,,,,,47.49
Program Components Factor,,,,,,,
Skating Skills  1.60,5.25 5.50 5.75,5.75,5.25 5.25 5.50 6.25,,5.50,5.25 - -,5.40
Transition / Linking Footwork  1.60,5.00 5.00 5.50,5.50,4.50 5.00 5.00 6.00,,5.25,5.00 - -,5.05
Performance / Execution  1.60,5.25 5.25 5.75,5.75,5.00 5.00 5.25 6.25,,5.75,5.25 - -,5.30
Choreography / Composition  1.60,5.25 5.25 5.75,5.50,4.50 5.25 5.25 6.25,,5.50,5.00 - -,5.25
Interpretation  1.60,5.25 5.00 5.75,5.50,4.75 5.50 5.25 6.00,,5.50,5.00 - -,5.25
Judges Total Program Component Score (factored),,,,,,,42.00
Deductions:,,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
6 Julia OBERTAS / Sergei SLAVNOV,RUS,,83.57  41.77,,,44.80,3.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3LzTw1  4.50 -0.42,1 0 -1,0,-2 -2 0 -1,,0,-1 - -,4.08
2 2T+2T+SEQ  2.08 -1.00,-3 -3 -2,-3,-3 -3 -3 -3,,-3,-2 - -,1.08
3 1A  0.80 -0.40,-2 -1 -1,-3,-2 -2 -2 -3,,-2,-2 - -,0.40
4 3LoTh  5.00 -2.00,-3 -3 -3,-3,-3 -3 -3 -3,,-3,-3 - -,3.00
5 5ALi2  5.50 -0.18,0 -1 0,-1,-2 -1 0 1,,1,0 - -,5.32
6 FCCoSp4  3.50  0.10,0 0 0,0,0 0 1 0,,1,-1 - -,3.60
7 SpSq3  3.10  0.00,0 0 0,0,0 0 0 0,,0,1 - -,3.10
8 3FTh  6.05 x -2.00,-3 -3 -3,-3,-3 -3 -3 -3,,-3,-3 - -,4.05
9 5TLi3  5.50 -0.06,0 0 0,0,-1 -1 0 1,,0,0 - -,5.44
10 PCoSp2  3.50 -0.06,0 0 0,-1,-1 0 0 0,,0,0 - -,3.44
11 SlSt1  1.80 -0.24,-1 0 -1,-1,-1 -1 -1 0,,-1,0 - -,1.56
12 4Li4  4.00 -0.24,0 -1 0,-1,-2 -1 0 1,,-1,0 - -,3.76
13 FiDs1  2.80  0.14,0 0 0,0,0 0 0 1,,1,1 - -,2.94
48.13,,,,,,,41.77
Program Components Factor,,,,,,,
Skating Skills  1.60,6.50 6.25 6.00,5.00,5.75 5.00 6.50 6.75,,6.25,6.00 - -,5.85
Transition / Linking Footwork  1.60,6.25 6.00 5.50,5.00,4.50 4.75 6.00 6.25,,6.00,5.50 - -,5.45
Performance / Execution  1.60,6.50 6.00 5.75,4.50,5.25 5.25 6.00 6.25,,5.50,5.50 - -,5.50
Choreography / Composition  1.60,6.50 6.25 5.50,5.00,5.25 5.50 6.25 6.50,,6.25,5.75 - -,5.80
Interpretation  1.60,6.25 6.25 5.75,4.50,5.00 5.00 6.00 6.25,,5.50,5.50 - -,5.40
Judges Total Program Component Score (factored),,,,,,,44.80
Deductions: Falls:,-3.00,,,,,,-3.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
2006 NHK Trophy,,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
7 Stacey KEMP / David KING,GBR,,73.32  42.08,,,32.24,1.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 FiDs1  2.80  0.00,0 0 0,1,0 0 0 0,,0,0 - -,2.80
2 2Lo  1.50  0.00,0 0 0,0,0 0 0 0,,0,0 - -,1.50
3 2LzTw3  4.00 -0.36,-2 0 0,-1,-2 -1 -1 -1,,-2,-1 - -,3.64
4 5ALi3  6.00 -0.12,-1 0 0,-1,-1 -1 0 -1,,0,0 - -,5.88
5 2FTh  3.00 -0.76,-3 -2 -2,-3,-3 -3 -2 -3,,-2,-2 - -,2.24
6 5TLi3  5.50  0.00,0 0 0,0,-1 0 0 0,,0,0 - -,5.50
7 FCCoSp2  2.50 -0.12,0 0 0,-1,-1 0 0 -1,,0,-1 - -,2.38
8 2F+2T+SEQ  2.64 x -0.30,-1 -1 0,0,-2 -2 0 0,,-1,-1 - -,2.34
9 SpSq3  3.10  0.00,0 0 0,0,-1 0 0 0,,0,0 - -,3.10
10 3LoTh  5.50 x -2.00,-3 -3 -3,-3,-3 -3 -3 -3,,-3,-3 - -,3.50
11 3Li4  4.00 -0.18,0 0 0,0,-1 -1 -1 -1,,-1,0 - -,3.82
12 SlSt1  1.80 -0.18,-1 0 0,-1,-2 -1 0 0,,-1,0 - -,1.62
13 PCoSp3  4.00 -0.24,0 0 0,-1,-1 -1 0 0,,-1,-1 - -,3.76
46.34,,,,,,,42.08
Program Components Factor,,,,,,,
Skating Skills  1.60,4.25 4.25 4.75,3.50,4.00 4.50 3.75 4.25,,4.00,4.75 - -,4.10
Transition / Linking Footwork  1.60,4.00 4.00 4.50,3.50,3.25 4.25 3.50 3.75,,4.00,4.25 - -,3.85
Performance / Execution  1.60,4.25 4.25 4.75,3.25,4.00 4.50 3.50 4.00,,4.75,4.50 - -,4.15
Choreography / Composition  1.60,4.50 4.25 4.75,3.25,4.00 4.50 3.75 4.00,,4.25,4.25 - -,4.10
Interpretation  1.60,4.25 4.00 4.75,3.25,3.75 4.50 3.50 4.00,,4.00,4.50 - -,3.95
Judges Total Program Component Score (factored),,,,,,,32.24
Deductions: Falls:,-1.00,,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
8 Rumiana SPASSOVA / Stanimir TODOROV,BUL,,71.33  38.77,,,34.56,2.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 2LzTw1  3.00  0.00,0 0 0,0,0 0 0 0,,0,0 - -,3.00
2 3STh  4.50 -0.70,-1 -2 -1,-1,-1 -1 -1 -1,,-1,-1 - -,3.80
3 2S  1.30  0.00,1 0 0,0,0 0 0 0,,0,0 - -,1.30
4 CCoSp1  2.00  0.00,0 0 0,0,0 0 0 -1,,0,-1 - -,2.00
5 5SLi3  5.50 -0.12,0 -1 0,0,0 0 0 0,,-1,-1 - -,5.38
6 2LoTh  3.00 -0.18,0 0 0,-1,-1 -1 0 -1,,-1,0 - -,2.82
7 SpSq1  1.80 -1.00,-3 -3 -3,-3,-3 -3 -3 -3,,-3,-3 - -,0.80
8 5ALi3  6.00 -0.18,0 0 0,0,-2 -2 0 0,,-1,1 - -,5.82
9 PCoSp2  3.50  0.00,0 0 0,0,-1 0 0 0,,0,0 - -,3.50
10 3Li2  3.00  0.00,1 0 0,0,0 0 0 0,,0,1 - -,3.00
11 2F+2F+SEQ  2.99 x -0.06,0 0 0,0,-1 -1 0 0,,0,0 - -,2.93
12 SlSt1  1.80 -0.18,0 0 0,-1,-1 -1 0 0,,0,-1 - -,1.62
13 FiDs1  2.80  0.00,0 0 0,0,0 0 0 0,,0,1 - -,2.80
41.19,,,,,,,38.77
Program Components Factor,,,,,,,
Skating Skills  1.60,4.75 4.25 4.50,4.75,4.25 4.00 4.50 4.75,,4.25,4.75 - -,4.40
Transition / Linking Footwork  1.60,4.50 4.00 4.25,4.50,3.75 3.75 4.50 4.25,,4.00,4.50 - -,4.15
Performance / Execution  1.60,5.00 4.00 4.50,4.50,4.25 4.00 4.50 4.25,,4.75,4.25 - -,4.30
Choreography / Composition  1.60,4.75 4.25 4.25,4.75,3.75 4.25 4.75 4.25,,4.50,4.50 - -,4.45
Interpretation  1.60,5.00 4.00 4.25,4.50,4.00 4.00 4.50 4.50,,4.75,4.50 - -,4.30
Judges Total Program Component Score (factored),,,,,,,34.56
Deductions: Time violation:,-1.00,,Falls: -1.00,,,,-2.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
2006 NHK Trophy,,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,=,+,,+,-
9 Mari VARTMANN / Florian JUST,GER,,70.92  39.60,,,34.32,3.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3S  4.50  0.40,0 0 0,0,1 1 0,1,0,1 - -,4.90
2 2LzTw1  3.00 -0.24,-1 0 0,-1,-1 -1 -1,-1,-1,0 - -,2.76
3 3T+2T  5.30 -3.00,-2 -3 -2,-3,-3 -3 -3,-3,-3,-2 - -,2.30
4 2STh  2.50 -1.00,-3 -3 -3,-3,-3 -3 -3,-3,-3,-3 - -,1.50
5 FCoSp2  2.10 -0.30,-1 -1 0,-1,0 0 -2,0,-2,-1 - -,1.80
6 5ALi2  5.50 -0.12,-1 0 0,0,-1 -1 -1,0,0,0 - -,5.38
7 SpSq2  2.30 -0.12,-1 0 0,0,-1 -1 0,0,-1,0 - -,2.18
8 2LoTh  3.30 x -1.00,-3 -3 -3,-3,-3 -3 -3,-3,-3,-3 - -,2.30
9 3Li3  3.50 -0.18,-1 0 0,0,-1 -1 0,0,-1,-1 - -,3.32
10 PCoSp3  4.00  0.00,0 0 0,0,0 0 0,0,0,0 - -,4.00
11 5SLi2  5.00 -0.36,-1 -1 0,-1,-2 -2 -1,-1,-1,-1 - -,4.64
12 SlSt1  1.80  0.00,0 0 0,0,0 0 0,0,-1,0 - -,1.80
13 BoDs1  3.00 -0.28,-1 0 0,0,-1 -1 0,-1,0,-1 - -,2.72
45.80,,,,,,,39.60
Program Components Factor,,,,,,,
Skating Skills  1.60,4.50 4.75 5.00,4.50,4.75 4.25 4.50,4.50,4.50,4.50 - -,4.55
Transition / Linking Footwork  1.60,4.25 4.25 4.50,4.00,4.50 4.00 4.00,4.00,4.00,4.00 - -,4.05
Performance / Execution  1.60,4.50 4.50 4.75,4.25,4.50 4.50 4.00,4.00,4.25,4.25 - -,4.35
Choreography / Composition  1.60,4.75 4.75 4.50,4.25,4.50 4.50 4.25,4.25,4.00,4.25 - -,4.35
Interpretation  1.60,4.50 4.50 4.75,4.00,4.25 4.25 4.00,4.00,4.25,4.00 - -,4.15
Judges Total Program Component Score (factored),,,,,,,34.32
Deductions: Falls:,-3.00,,,,,,-3.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
Printed: 01/12/2006 21:10:22,,,,,,,
