ISU World Figure Skating Championships 2008,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
1 Jeffrey BUTTLE CAN,,163.07  84.29,,78.78,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
Interpretation  2.00 7.75 6.00 7.00,6.75,6.50 6.75 6.75 6.75,7.50 6.75 7.25 7.25,,7.00,
Judges Total Program Component Score (factored),,,,,69.92,
Deductions: Falls: -1.00,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
ISU World Figure Skating Championships 2008,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
21 Igor MACYPURA SVK,,108.74  59.74,,49.00,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3A+3T  11.50  0.71 1 0 1,0,2 1 0 1,1,0 1 1,,12.21,
2 3F  5.50  0.29 0 0 0,1,1 1 0 Info0,0,0 1 0,,5.79,Info
3 3A  7.50 -1.00 -1 -1 -1,-1,-1 -1 -1 -1,-1,-1 -1 -1,,6.50,
4 FSSp3  2.30  0.29 1 1 1,0,1 1 1 0,1,0 1 0,,2.59,
5 CiSt2  2.30  0.00 0 0 0,0,1 0 0 0,-1,0 0 0,,2.30,
6 CSSp4  3.00  0.50 1 1 1,1,1 2 1 1,1,1 1 1,,3.50,
7 3Lo  5.50 x  0.00 0 0 0,0,1 0 0 0,-1,0 0 0,,5.50,
8 3S+2T+2Lo  8.03 x  0.00 0 0 0,0,1 0 0 0,0,0 0 0,,8.03,
9 CUSp3  2.30 -0.04 0 0 -1,-1,-1 0 -1 0,-2,0 0 0,,2.26,
10 2Lz  2.09 x  0.00 0 0 0,0,0 0 0 0,0,0 0 0,,2.09,
11 1F  0.55 x -0.23 -2 -1 -2,-3,-2 -1 -2 -3,-2,-3 -3 -2,,0.32,
12 2A  3.85 x  0.00 0 0 0,0,0 0 0 0,0,1 0 0,,3.85,
13 SlSt2  2.30  0.00 0 0 0,0,1 0 1 0,0,1 0 0,,2.30,
14 CCoSp2  2.50  0.00 0 0 0,-1,1 1 0 0,0,0 0 0,,2.50,
59.22,,,,,,59.74,
Program Components Factor,,,,,,,
Skating Skills  2.00 5.25 5.50 5.00,5.00,5.00 6.25 5.00 4.75,5.25,5.00 5.25 5.50,,5.25,
Transition / Linking Footwork  2.00 4.75 4.00 4.25,4.50,4.50 5.75 4.75 4.50,4.50,4.50 4.50 5.00,,4.61,
Performance / Execution  2.00 5.50 5.00 4.75,4.75,4.75 6.00 4.75 4.50,5.00,4.50 5.00 4.75,,4.93,
Choreography / Composition  2.00 5.00 4.50 4.75,4.75,4.50 5.75 4.50 4.75,4.75,4.75 5.00 5.25,,4.89,
Interpretation  2.00 5.25 4.00 4.75,4.50,4.75 5.75 4.75 4.75,4.75,4.75 4.75 5.00,,4.82,
Judges Total Program Component Score (factored),,,,,,49.00,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
22 Jamal OTHMAN SUI,,106.27  50.85,,56.42,,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3Lz+2T  7.30 -2.14 -2 -2 -1,-3,0 -2 -2 -2,-2,-3 -2 -2,,5.16,
2 3Lo  5.00 -3.00 -3 -3 -3,-3,-3 -3 -3 -3,-3,-3 -3 -3,,2.00,
3 CiSt1  1.80  0.29 0 1 0,1,0 0 1 0,0,1 1 1,,2.09,
4 2F  1.70  0.14 0 0 0,0,1 1 0 0,0,0 1 1,,1.84,
5 3F e  5.50 -1.14 -1 -2 -1,-1,-1 -1 -1 -1,-2,-1 -1 -1,,4.36,
6 USp4  2.40  0.50 0 1 1,1,1 1 0 1,1,1 1 1,,2.90,
7 CoSp4  3.00  0.64 1 1 1,1,0 1 1 1,1,2 2 2,,3.64,
8 1F  0.55 x -0.04 0 0 -1,-1,0 0 -1 0,-1,-2 -1 0,,0.51,
9 3Lz+2T+2Lo  9.68 x -0.14 0 -1 0,0,1 0 0 0,-1,0 0 0,,9.54,
10 3S  4.95 x  0.14 0 0 0,0,1 0 0 1,0,1 0 0,,5.09,
11 CCoSp4  3.50  0.29 0 0 1,0,1 1 0 0,1,1 1 1,,3.79,
12 2A  3.85 x  0.00 0 0 0,0,0 0 0 0,0,0 0 0,,3.85,
13 SlSt3  3.10  0.07 0 0 0,1,1 0 0 0,0,1 0 0,,3.17,
14 FCoSp4  3.00 -0.09 0 0 -1,-1,0 0 0 0,-1,0 -1 0,,2.91,
55.33,,,,,,50.85,
Program Components Factor,,,,,,,
Skating Skills  2.00 5.25 6.00 5.75,5.00,4.50 5.75 5.75 5.75,5.50,5.75 5.75 6.25,,5.68,
Transition / Linking Footwork  2.00 5.00 5.25 5.50,5.25,4.75 5.50 5.50 5.75,5.25,5.50 5.25 5.75,,5.39,
Performance / Execution  2.00 5.50 6.25 5.75,5.50,5.00 5.75 5.25 5.75,5.25,5.25 5.75 5.75,,5.61,
Choreography / Composition  2.00 5.25 5.50 5.50,5.75,5.00 5.75 5.50 6.00,5.75,5.50 5.75 6.50,,5.71,
Interpretation  2.00 5.50 5.75 5.50,5.75,4.75 6.00 5.75 6.00,5.75,5.50 6.00 6.00,,5.82,
Judges Total Program Component Score (factored),,,,,,56.42,
Deductions: Falls: -1.00,,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
ISU World Figure Skating Championships 2008,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
23 Chengjiang LI CHN,,101.76  53.34,,48.42,,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 4T+3T  13.00  0.57 0 0 1,0,1 1 0 0,1,0 2 2,,13.57,
2 2A  3.50 -1.49 -1 -2 -2,-2,-1 -2 -2 Inf-o2,-2,-2 -2 -1,,2.01,Info
3 2Lz  1.90  0.00 0 0 -1,0,0 0 0 0,0,0 0 0,,1.90,
4 FSSp3  2.30  0.00 0 0 0,0,0 0 0 0,0,-1 0 0,,2.30,
5 3S+2T  5.80  0.00 0 -1 -1,0,0 0 0 0,0,0 0 0,,5.80,
6 CiSt2  2.30  0.00 0 0 0,-1,0 0 -1 0,0,0 0 0,,2.30,
7 3A  8.25 x -2.00 -2 -2 -2,-2,-2 -2 -2 -2,-2,-2 -2 -2,,6.25,
8 3T  4.40 x -0.43 0 0 0,-1,0 0 0 -1,0,-1 -1 0,,3.97,
9 2Lo<+2T  1.98 x -0.77 -3 -2 -2,-3,-2 -2 -3 -3,-2,-3 -2 -2,,1.21,
11 CSSp4  3.00  0.00 0 0 0,0,0 0 0 0,1,0 0 0,,3.00,
12 3S  4.95 x  0.00 0 0 0,0,1 0 0 0,0,0 -1 0,,4.95,
13 CCoSp2  2.50 -0.21 0 -1 -1,-1,0 0 -1 -1,0,-1 -1 -1,,2.29,
14 SlSt2  2.30  0.00 0 0 0,0,1 0 0 0,0,0 0 0,,2.30,
15 CoSp1  1.70 -0.21 0 -1 -1,-1,-1 0 -1 -2,-1,0 -1 -1,,1.49,
57.88,,,,,,53.34,
Program Components Factor,,,,,,,
Skating Skills  2.00 5.75 5.25 4.75,5.50,4.75 6.50 4.25 5.50,5.50,4.50 4.75 5.50,,5.39,
Transition / Linking Footwork  2.00 5.25 4.00 4.25,4.75,3.25 5.50 3.75 4.00,4.75,3.50 4.00 4.75,,4.50,
Performance / Execution  2.00 5.25 4.50 4.50,4.50,4.25 6.00 4.25 4.50,5.00,3.50 5.00 5.25,,4.86,
Choreography / Composition  2.00 5.50 4.25 4.50,5.00,3.75 5.50 4.00 4.50,4.75,3.75 4.75 5.50,,4.89,
Interpretation  2.00 5.25 3.75 4.50,4.50,3.75 5.75 4.00 4.25,4.75,3.50 4.25 5.25,,4.57,
Judges Total Program Component Score (factored),,,,,,48.42,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
"",,Total Total,,Total,,Total,
NOC,,Segment Element,,Program  Component,,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,Score (factored),,,
"",,= +,,+,,-,
24 Abzal RAKIMGALIEV KAZ,,98.34  54.98,,44.36,,1.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3Lz+2T  7.30  0.00 0 0 0,0,-1 0 0 0,0,0 0 0,,7.30,
2 3Lo  5.00 -0.43 0 0 0,-1,-1 0 0 -1,-1,-1 0 0,,4.57,
3 3T  4.00  0.14 0 0 0,0,1 1 0 0,0,0 0 1,,4.14,
4 CoSp4  3.00  0.21 0 1 0,1,1 1 1 0,1,0 0 0,,3.21,
5 3S+2T+2Lo  7.30  0.29 0 1 0,0,0 1 0 0,0,0 0 1,,7.59,
6 3Lz  6.00 -3.00 -3 -3 -3,-3,-3 -3 -3 -3,-3,-3 -3 -3,,3.00,
7 CiSt2  2.30  0.00 0 0 0,0,0 0 0 0,0,0 0 0,,2.30,
8 2A+2T  5.28 x -0.91 -1 -1 0,-1,-1 -1 -1 -1,-2,-2 -1 -1,,4.37,
9 3S  4.95 x  0.00 0 0 0,0,0 0 0 0,0,0 0 0,,4.95,
10 2A  3.85 x  0.00 0 0 0,0,0 0 0 0,0,0 0 0,,3.85,
11 FSSp2  2.00  0.07 0 0 0,0,0 0 0 0,1,1 0 0,,2.07,
12 SlSt1  1.80 -0.09 0 0 0,-1,0 0 0 -1,0,0 -1 0,,1.71,
13 CSSp3  2.30 -0.09 0 -1 0,-1,-1 0 0 0,-1,0 0 0,,2.21,
14 CCoSp4  3.50  0.21 1 0 0,0,1 1 0 0,1,0 0 1,,3.71,
58.58,,,,,,54.98,
Program Components Factor,,,,,,,
Skating Skills  2.00 4.75 5.50 4.50,5.00,4.50 6.00 4.75 5.25,4.50,4.00 4.00 4.75,,4.82,
Transition / Linking Footwork  2.00 4.50 4.25 4.00,4.25,4.00 5.50 4.25 4.00,4.00,3.25 3.50 4.25,,4.11,
Performance / Execution  2.00 5.00 5.00 4.25,4.50,4.25 5.50 4.50 4.75,4.50,3.75 4.00 4.50,,4.61,
Choreography / Composition  2.00 4.75 4.50 4.50,4.75,4.25 5.25 4.00 4.50,4.25,3.50 4.00 4.50,,4.46,
Interpretation  2.00 4.75 4.00 4.50,4.25,4.00 5.25 4.50 4.00,4.25,3.75 3.75 4.25,,4.18,
Judges Total Program Component Score (factored),,,,,,44.36,
Deductions: Falls: -1.00,,,,,,-1.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,
Printed: 22.03.2008 17:04:29,,,,,,,
