ISU GP Cup of Russia,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
Skating Skills  2.00 6.75 7.25 7.25 6.75,,7.25 7.50 7.50 7.75 7.00,8.00 - -,,7.15,,
Transition / Linking Footwork  2.00 6.50 6.75 6.75 6.75,,7.00 7.50 7.00 7.25 6.75,7.75 - -,,6.80,,
Performance / Execution  2.00 6.75 7.00 7.00 7.00,,7.25 7.75 7.25 7.25 6.50,8.00 - -,,7.00,,
Choreography / Composition  2.00 6.75 6.75 7.00 7.00,,7.00 8.00 7.50 7.75 7.25,8.25 - -,,7.10,,
Interpretation  2.00 6.75 7.25 7.25 7.25,,7.25 7.75 7.25 7.75 7.50,8.25 - -,,7.30,,
Judges Total Program Component Score (factored),,,,,70.70,,
Deductions:,,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP Cup of Russia,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
3 Alban PREAUBERT FRA,,147.48  79.98,67.50,,0.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 4T  9.80  0.80 0 0 1 1,,1 1 1 0 1,1 - -,,10.60,,
2 3A+3T  12.20  0.20 0 0 0 1,,1 In1fo 0 1 0,1 - -,,12.40,,Info
3 3F+2T  6.80  0.00 0 0 0 0,,0 0 1 0 0,0 - -,,6.80,,
4 3A  8.20 -1.40 -1 -1 -1 -1,,0 -1 -1 -1 -1,-1 - -,,6.80,,
5 CSSp4  3.00  0.40 1 0 0 1,,1 1 1 1 1,1 - -,,3.40,,
6 3Lz !  6.60 x -1.00 -1 0 -1 -1,,0 -1 -1 -1 -1,-1 - -,,5.60,,
7 3Lo  5.50 x  1.00 0 1 1 1,,1 1 1 1 1,1 - -,,6.50,,
8 CiSt3  3.30  0.10 0 0 0 2,,1 1 0 2 0,0 - -,,3.40,,
9 3F+2T+2Lo  9.13 x  0.00 0 0 0 0,,0 0 0 1 0,0 - -,,9.13,,
10 FSSp3  2.60  0.00 0 0 0 0,,0 1 0 1 0,0 - -,,2.60,,
11 SlSt3  3.30  0.40 0 0 1 1,,0 1 1 1 1,1 - -,,3.70,,
12 3S  4.95 x  0.60 0 0 1 0,,0 1 1 1 1,1 - -,,5.55,,
13 CCoSp3  3.00  0.50 1 0 1 1,,1 1 1 2 1,1 - -,,3.50,,
78.38,,,,,79.98,,
Program Components Factor,,,,,,,
Skating Skills  2.00 6.50 7.00 7.00 7.00,,7.00 6.75 6.75 6.75 6.25,7.50 - -,,6.80,,
Transition / Linking Footwork  2.00 6.50 6.75 6.50 7.00,,6.75 6.25 6.00 6.75 6.00,7.00 - -,,6.40,,
Performance / Execution  2.00 7.25 7.00 7.00 7.25,,7.25 7.00 6.25 7.50 5.75,7.75 - -,,6.90,,
Choreography / Composition  2.00 6.75 7.25 6.75 7.00,,7.25 6.50 6.50 7.50 6.25,7.50 - -,,6.70,,
Interpretation  2.00 7.00 7.50 7.00 7.25,,7.50 6.75 6.75 7.50 6.50,7.75 - -,,6.95,,
Judges Total Program Component Score (factored),,,,,67.50,,
Deductions:,,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
4 Brian JOUBERT FRA,,144.68  69.48,75.20,,0.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 4T< <  4.00 -3.00 -3 -3 -3 -3,,-2 -3 -2 -3 -3,-3 - -,,1.00,,
2 3F  5.50  0.80 0 1 1 1,,2 2 0 2 1,1 - -,,6.30,,
3 3A+3T  12.20  0.20 0 0 0 0,,1 1 1 0 0,0 - -,,12.40,,
4 CSSp3  2.60  0.50 1 1 0 1,,1 1 1 1 1,1 - -,,3.10,,
5 CiSt2  2.30  0.80 2 2 2 1,,2 2 1 2 1,2 - -,,3.10,,
6 3A+2T  10.45 x  0.60 0 0 0 1,,2 1 2 1 1,1 - -,,11.05,,
7 3Lo  5.50 x  0.40 1 0 1 0,,1 1 0 1 0,2 - -,,5.90,,
8 3Lz+2T  8.03 x  0.00 0 0 0 0,,1 1 0 0 0,0 - -,,8.03,,
9 2A  3.85 x  1.00 1 1 0 1,,2 1 1 2 1,1 - -,,4.85,,
10 FSSp4  3.00  0.40 0 1 1 0,,1 1 1 1 1,0 - -,,3.40,,
11 SlSt3  3.30  0.50 1 1 1 1,,2 2 1 2 1,1 - -,,3.80,,
12 2A  3.85 x  0.00 0 0 0 0,,0 1 0 1 0,0 - -,,3.85,,
13 CCoSp2  2.50  0.20 0 0 0 0,,1 1 1 2 1,0 - -,,2.70,,
67.08,,,,,69.48,,
Program Components Factor,,,,,,,
Skating Skills  2.00 7.75 8.00 7.50 7.75,,7.75 7.75 7.75 7.75 7.50,8.00 - -,,7.70,,
Transition / Linking Footwork  2.00 7.50 7.00 7.00 7.50,,7.50 7.00 7.00 7.25 7.00,6.50 - -,,7.10,,
Performance / Execution  2.00 7.75 7.50 7.50 7.50,,7.75 7.75 7.50 7.75 7.50,7.75 - -,,7.55,,
Choreography / Composition  2.00 8.00 7.50 7.75 7.75,,7.50 7.50 7.25 7.75 7.75,7.25 - -,,7.65,,
Interpretation  2.00 8.00 7.50 7.75 7.75,,7.75 7.75 7.25 8.00 7.25,7.50 - -,,7.60,,
Judges Total Program Component Score (factored),,,,,75.20,,
Deductions:,,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP Cup of Russia,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
5 Adam RIPPON USA,,136.31  70.01,66.30,,0.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 3F+3T  9.50  0.40 0 0 0 1,,1 1 1 1 0,1 - -,,9.90,,
2 3A  8.20 -1.40 -1 -1 -1 -1,,-1 In-1fo -1 -1 -1,-1 - -,,6.80,,Info
3 3Lo  5.00  0.40 1 0 0 0,,0 0 1 1 1,1 - -,,5.40,,
4 CiSt3  3.30  0.40 0 1 1 1,,1 1 1 1 0,1 - -,,3.70,,
5 CCSp4  3.20  0.40 1 0 1 0,,1 1 1 1 1,0 - -,,3.60,,
6 3F+2A+SEQ  7.92 x  0.40 0 0 0 1,,0 0 1 1 1,1 - -,,8.32,,
7 3Lz+2T+2T  9.46 x  0.20 0 0 0 1,,1 1 0 0 0,0 - -,,9.66,,
8 3Lz  6.60 x  0.00 0 0 0 0,,0 1 0 0 0,1 - -,,6.60,,
9 3S  4.95 x  0.00 1 0 0 0,,1 0 0 0 0,0 - -,,4.95,,
10 1A  0.88 x -0.40 -2 -2 -2 -2,,-2 -2 -2 -2 -2,-2 - -,,0.48,,
11 SlSt3  3.30  0.50 1 0 1 1,,1 1 1 1 1,1 - -,,3.80,,
12 FCCoSp3  3.00  0.20 0 0 1 1,,1 1 0 1 0,0 - -,,3.20,,
13 CCoSp3  3.00  0.60 1 0 1 2,,1 2 1 1 1,1 - -,,3.60,,
68.31,,,,,70.01,,
Program Components Factor,,,,,,,
Skating Skills  2.00 7.00 6.75 6.50 6.75,,7.00 6.25 6.75 7.00 6.75,6.75 - -,,6.70,,
Transition / Linking Footwork  2.00 6.75 6.25 6.00 7.00,,6.50 6.25 6.00 6.50 6.50,6.50 - -,,6.35,,
Performance / Execution  2.00 7.25 6.50 6.50 7.00,,6.75 6.50 6.50 7.00 6.25,6.75 - -,,6.60,,
Choreography / Composition  2.00 7.00 6.50 6.50 7.00,,6.75 6.75 6.25 7.00 6.75,7.00 - -,,6.70,,
Interpretation  2.00 7.00 6.75 6.50 7.00,,7.00 6.75 6.50 6.75 7.00,7.00 - -,,6.80,,
Judges Total Program Component Score (factored),,,,,66.30,,
Deductions:,,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
6 Sergei VORONOV RUS,,131.81  67.61,64.20,,0.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 4T  9.80 -3.20 -2 -2 -2 -1,,-2 -2 -2 -2 -2,-2 - -,,6.60,,
2 3A  8.20  0.20 0 0 0 1,,1 0 1 0 0,1 - -,,8.40,,
3 3F !  5.50 -0.20 -1 0 0 -1,,1 0 0 -1 0,0 - -,,5.30,,
4 3A+2T  9.50  0.00 0 0 0 0,,0 0 0 -1 0,0 - -,,9.50,,
5 FCCoSp3  3.00  0.20 0 0 0 0,,1 1 1 1 1,0 - -,,3.20,,
6 CiSt2  2.30  0.50 1 1 1 1,,2 1 1 1 1,1 - -,,2.80,,
7 3Lo  5.50 x  0.00 0 0 0 0,,-1 0 -1 0 0,0 - -,,5.50,,
8 FSSp3  2.60  0.40 0 1 0 1,,1 1 1 1 1,1 - -,,3.00,,
9 3T+2T  5.83 x  0.00 0 0 0 0,,0 1 0 0 0,0 - -,,5.83,,
10 3S  4.95 x  0.00 0 0 0 0,,0 0 0 0 0,0 - -,,4.95,,
11 3T+2T  5.83 x  0.00 0 0 0 0,,1 0 0 0 1,0 - -,,5.83,,
12 SlSt2  2.30  0.40 1 1 1 1,,1 1 0 0 0,0 - -,,2.70,,
13 CCoSp4  3.50  0.50 1 1 1 1,,1 1 2 1 1,1 - -,,4.00,,
68.81,,,,,67.61,,
Program Components Factor,,,,,,,
Skating Skills  2.00 7.00 6.50 6.50 6.75,,6.50 6.50 5.50 6.75 6.75,6.25 - -,,6.60,,
Transition / Linking Footwork  2.00 6.75 6.00 6.25 6.25,,6.25 6.25 5.25 6.00 6.50,5.50 - -,,6.25,,
Performance / Execution  2.00 7.25 6.00 6.50 6.75,,6.50 6.75 5.00 6.25 6.25,6.00 - -,,6.45,,
Choreography / Composition  2.00 7.25 6.00 6.50 6.50,,6.75 6.50 5.75 6.50 6.00,6.00 - -,,6.30,,
Interpretation  2.00 7.25 6.25 6.50 6.50,,6.50 6.75 5.50 6.50 6.50,6.25 - -,,6.50,,
Judges Total Program Component Score (factored),,,,,64.20,,
Deductions:,,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP Cup of Russia,,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
7 Kevin VAN DER PERREN BEL,,129.45  65.85,64.60,,1.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 3F  5.50  1.20 1 1 1 1,,2 2 1 1 2,1 - -,,6.70,,
2 3A  8.20  0.20 0 0 1 0,,0 In0fo 0 0 1,0 - -,,8.40,,Info
3 3Lz  6.00  0.80 0 1 1 1,,2 1 0 0 1,1 - -,,6.80,,
4 FSSp4  3.00  0.40 0 1 0 1,,0 1 1 1 1,0 - -,,3.40,,
5 SlSt3  3.30  0.20 0 0 0 0,,0 1 1 0 1,0 - -,,3.50,,
6 3S+3T+3Lo  14.85 x -1.80 -2 -2 -1 -2,,-2 -2 -2 -2 -1,-2 - -,,13.05,,
7 2F  1.87 x  0.00 0 0 0 0,,0 0 0 0 0,0 - -,,1.87,,
8 2Lo  1.65 x  0.00 0 0 0 0,,0 0 0 0 0,0 - -,,1.65,,
9 CUSp1  1.70  0.00 0 0 0 0,,0 -1 0 -1 0,0 - -,,1.70,,
10 3F+2T  7.48 x  0.00 0 0 0 0,,0 1 0 0 0,0 - -,,7.48,,
11 3T  4.40 x  0.20 1 0 0 0,,0 0 1 0 0,0 - -,,4.60,,
12 CiSt3  3.30  0.00 0 0 0 0,,0 0 0 0 0,0 - -,,3.30,,
13 CCoSp3  3.00  0.40 1 0 0 1,,0 1 1 0 1,0 - -,,3.40,,
64.25,,,,,65.85,,
Program Components Factor,,,,,,,
Skating Skills  2.00 6.75 6.50 6.75 6.25,,6.00 6.50 6.25 6.75 6.75,6.50 - -,,6.55,,
Transition / Linking Footwork  2.00 6.50 6.00 6.00 6.25,,5.50 6.00 5.75 5.75 6.25,5.75 - -,,6.10,,
Performance / Execution  2.00 6.75 6.25 6.50 6.50,,5.75 6.50 6.00 6.25 6.50,6.25 - -,,6.45,,
Choreography / Composition  2.00 7.00 6.25 6.50 6.50,,5.75 6.50 6.25 6.50 7.25,6.25 - -,,6.55,,
Interpretation  2.00 6.75 6.50 6.75 6.50,,5.75 6.75 6.50 6.50 7.00,6.50 - -,,6.65,,
Judges Total Program Component Score (factored),,,,,64.60,,
Deductions: Falls: -1.00,,,,,-1.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
8 Artem BORODULIN RUS,,121.20  61.20,60.00,,0.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 3A< <  3.50 -1.96 -2 -3 -2 -2,,-2 -3 -2 -3 -3,-3 - -,,1.54,,
2 3Lz+3T  10.00  0.40 0 0 0 1,,1 0 1 0 1,0 - -,,10.40,,
3 3F+2T+2Lo  8.30  0.00 0 0 0 0,,0 0 1 0 0,0 - -,,8.30,,
4 CSSp4  3.00  0.30 1 0 0 0,,1 1 1 0 1,0 - -,,3.30,,
5 CiSt3  3.30  0.50 2 1 1 1,,1 1 1 0 1,1 - -,,3.80,,
6 3F  6.05 x  0.00 0 0 0 0,,1 0 0 -1 0,0 - -,,6.05,,
7 3Lz  6.60 x  0.00 0 0 0 0,,1 1 0 0 0,0 - -,,6.60,,
8 3Lo  5.50 x  0.00 0 0 0 0,,0 0 -1 0 0,0 - -,,5.50,,
9 2S  1.43 x  0.00 0 0 0 0,,0 0 0 0 0,0 - -,,1.43,,
10 FSSp3  2.60  0.10 0 0 0 0,,0 1 0 0 1,0 - -,,2.70,,
11 SlSt3  3.30  0.20 1 1 0 1,,0 0 0 0 0,0 - -,,3.50,,
12 2A+2T  5.28 x  0.00 0 0 0 0,,0 0 1 0 0,0 - -,,5.28,,
13 CCoSp2  2.50  0.30 0 0 0 1,,1 1 1 1 1,0 - -,,2.80,,
61.36,,,,,61.20,,
Program Components Factor,,,,,,,
Skating Skills  2.00 6.50 6.00 6.00 6.50,,6.00 5.75 6.25 4.75 6.25,5.50 - -,,6.20,,
Transition / Linking Footwork  2.00 6.25 5.50 5.50 6.50,,5.75 5.50 5.50 4.00 5.75,6.25 - -,,5.70,,
Performance / Execution  2.00 7.00 6.00 6.00 6.50,,6.00 5.75 5.75 4.50 6.00,5.25 - -,,6.05,,
Choreography / Composition  2.00 6.75 5.75 5.75 6.75,,6.00 5.75 6.00 4.50 5.50,5.75 - -,,6.00,,
Interpretation  2.00 6.75 6.00 5.75 6.50,,6.00 5.75 5.75 4.50 6.25,6.00 - -,,6.05,,
Judges Total Program Component Score (factored),,,,,60.00,,
Deductions:,,,,,0.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP Cup of Russia,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total Total,Total,,,
NOC,,Segment Element Program  Component,Deductions,,,
Rank Name,,,,,,
Code,,Score Score Score (factored),,,,
"",,= + +,,-,,
9 Kristoffer BERNTSSON SWE,,118.86  56.26  63.60,,1.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 3Lz< <  1.90 -1.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3 -3 - -,,0.90,,
2 3A+2T  9.50 -1.40 -1 -1 -1 -1,,-2 In-1fo -1 -1 -1 -1 - -,,8.10,,Info
3 3F  5.50  0.20 0 0 1 0,,1 1 0 1 0 1 - -,,5.70,,
4 FSSp4  3.00  0.30 0 1 0 1,,1 1 0 1 1 1 - -,,3.30,,
5 SlSt3  3.30  0.50 1 1 1 1,,1 1 1 1 1 1 - -,,3.80,,
6 2A+2T  4.80  0.40 0 0 0 0,,1 1 1 1 1 1 - -,,5.20,,
7 1A+2T+2Lo  3.96 x  0.00 0 0 0 0,,0 0 0 0 -1 0 - -,,3.96,,
8 3S  4.95 x  1.00 1 1 0 1,,0 1 1 1 1 1 - -,,5.95,,
9 3Lo  5.50 x  0.00 0 0 0 0,,-1 -1 0 0 0 0 - -,,5.50,,
10 CSSp4  3.00  0.00 0 0 0 0,,0 1 0 0 0 -1 - -,,3.00,,
11 2A  3.85 x  0.80 0 1 1 1,,0 1 0 1 1 1 - -,,4.65,,
12 CiSt3  3.30  0.40 1 0 1 1,,1 1 1 1 0 0 - -,,3.70,,
13 CCoSp2  2.50  0.00 0 0 0 1,,0 0 0 1 0 -1 - -,,2.50,,
55.06,,,,56.26,,
Program Components Factor,,,,,,
Skating Skills  2.00 6.50 6.00 6.25 6.50,,5.75 6.25 6.25 6.75 6.25 6.00 - -,,6.30,,
Transition / Linking Footwork  2.00 6.25 5.75 5.75 6.75,,5.50 6.00 6.00 6.25 6.00 5.75 - -,,6.00,,
Performance / Execution  2.00 6.25 6.25 6.00 6.50,,5.50 6.25 6.00 6.75 6.50 6.50 - -,,6.25,,
Choreography / Composition  2.00 6.75 6.50 6.25 6.50,,6.00 6.50 6.50 6.75 6.75 6.50 - -,,6.55,,
Interpretation  2.00 6.75 6.75 6.25 6.75,,6.25 6.75 6.50 6.75 7.25 7.00 - -,,6.70,,
Judges Total Program Component Score (factored),,,,63.60,,
Deductions: Falls: -1.00,,,,-1.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
"",,Total Total Total,Total,,,
NOC,,Segment Element Program  Component,Deductions,,,
Rank Name,,,,,,
Code,,Score Score Score (factored),,,,
"",,= + +,,-,,
10 Alexander USPENSKI RUS,,111.64  55.64  57.00,,1.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 3T  4.00  0.80 1 0 1 0,,2 1 1 1 1 1 - -,,4.80,,
2 2A  3.50 -1.60 -2 -2 -2 -2,,-2 -2 -2 -3 -2 -2 - -,,1.90,,
3 3A  8.20 -4.20 -3 -3 -3 -3,,-3 -3 -3 -3 -3 -3 - -,,4.00,,
4 CSSp4  3.00  0.00 0 0 0 0,,-1 1 0 -1 0 0 - -,,3.00,,
5 CiSt3  3.30  0.20 1 0 0 0,,0 1 1 1 0 1 - -,,3.50,,
6 3F+2T  7.48 x  0.00 0 0 0 0,,0 0 0 0 0 0 - -,,7.48,,
7 3Lz  6.60 x -1.00 -1 -1 -1 0,,-1 -1 -1 -1 -1 -1 - -,,5.60,,
8 3S+2T+2T  7.81 x  0.00 0 0 0 0,,-1 0 0 -1 0 0 - -,,7.81,,
9 2A  3.85 x -0.80 -1 -1 -1 -1,,-1 -2 -1 -1 -1 -1 - -,,3.05,,
10 3Lo  5.50 x  0.00 0 0 0 0,,0 0 0 0 0 0 - -,,5.50,,
11 CCoSp3  3.00  0.00 0 0 0 0,,0 0 0 0 0 0 - -,,3.00,,
12 SlSt2  2.30  0.50 1 1 0 1,,1 1 1 0 1 1 - -,,2.80,,
13 FSSp4  3.00  0.20 0 0 0 0,,0 1 1 1 1 0 - -,,3.20,,
61.54,,,,55.64,,
Program Components Factor,,,,,,
Skating Skills  2.00 6.50 5.50 5.75 6.00,,5.50 5.75 6.25 5.25 5.50 6.00 - -,,5.85,,
Transition / Linking Footwork  2.00 5.75 5.00 5.25 5.75,,5.25 5.50 5.50 4.00 4.75 5.50 - -,,5.40,,
Performance / Execution  2.00 6.25 5.25 5.50 6.00,,5.00 5.50 6.25 4.50 4.50 4.50 - -,,5.70,,
Choreography / Composition  2.00 6.50 5.00 5.75 6.25,,5.25 5.75 6.00 4.75 5.00 6.00 - -,,5.75,,
Interpretation  2.00 6.50 5.25 5.75 6.00,,5.25 5.75 6.25 4.75 5.25 6.00 - -,,5.80,,
Judges Total Program Component Score (factored),,,,57.00,,
Deductions: Falls: -1.00,,,,-1.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,
ISU GP Cup of Russia,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total Total,Total,,,
NOC,,Segment Element Program  Component,Deductions,,,
Rank Name,,,,,,
Code,,Score Score Score (factored),,,,
"",,= + +,,-,,
11 Vaughn CHIPEUR CAN,,101.89  45.09  56.80,,0.00,,
"# Executed Base GOE",,The Judges Panel,,Scores,,
Elements Value,,(in random order),of Panel,,,
1 3A  8.20 -1.96 -2 -2 -1 -1,,-2 -1 -2 -2 -1 -2 - -,,6.24,,
2 3Lz  6.00 -2.00 -2 -2 -1 -2,,-2 In-2fo -2 -2 -2 -3 - -,,4.00,,Info
3 3F  5.50  0.00 0 0 0 0,,1 0 0 0 0 0 - -,,5.50,,
4 CSSp4  3.00  0.20 0 0 0 0,,1 1 1 0 1 0 - -,,3.20,,
5 1A  0.88 x  0.00 0 0 -1 0,,-2 0 0 0 0 0 - -,,0.88,,
6 1Lo  0.55 x -0.06 -1 0 0 -1,,-1 -1 0 0 -1 0 - -,,0.49,,
7 CiSt3  3.30  0.10 0 0 0 1,,0 0 1 0 0 0 - -,,3.40,,
8 1A  0.88 x  0.00 0 0 0 0,,0 0 0 0 0 0 - -,,0.88,,
9 3S  4.95 x  0.40 0 0 0 0,,1 1 1 0 1 0 - -,,5.35,,
10 2Lz+2T+2T  4.95 x  0.00 0 0 0 0,,0 0 0 -1 0 0 - -,,4.95,,
11 FCCoSp4  3.50  0.20 0 0 0 0,,0 1 1 0 1 0 - -,,3.70,,
12 SlSt3  3.30  0.20 0 0 0 1,,1 1 1 1 0 1 - -,,3.50,,
13 FSSp4  3.00  0.00 0 0 0 0,,-1 1 0 -1 -1 0 - -,,3.00,,
